,file name,label,vanti,train \ test
8940,3AJ2C_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-12-08_22-31-18.BMP,0,0,1
8941,3AJ2C_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-12-08_22-31-18.BMP,0,0,0
8942,3AJ2E_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-23_11-56-40.BMP,0,0,0
8943,3AJ2E_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-23_11-56-40.BMP,0,0,1
8944,3AJ2E_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-23_11-56-40.BMP,0,0,0
8945,3AJ2E_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-23_11-56-40.BMP,0,0,0
8946,3AJ2E_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-23_11-56-40.BMP,0,0,1
8947,3AJ2E_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-23_11-56-40.BMP,0,0,0
8948,3AJ2E_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-23_11-56-40.BMP,0,0,1
8949,3AJ2E_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-23_11-56-40.BMP,0,0,0
8950,3AJ2E_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-23_11-56-40.BMP,0,0,0
8951,3AJ2I_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-30_00-34-24.BMP,0,0,0
8952,3AJ2I_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-30_00-34-24.BMP,0,0,0
8953,3AJ2I_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-30_00-34-24.BMP,0,0,0
8954,3AJ2I_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-30_00-34-24.BMP,0,0,0
8955,3AJ2I_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-30_00-34-24.BMP,0,0,1
8956,3AJ2I_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-30_00-34-24.BMP,0,0,0
8957,3AJ2I_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-30_00-34-24.BMP,0,0,0
8958,3AJ2I_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-30_00-34-24.BMP,0,0,0
8959,3AJ2I_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-30_00-34-24.BMP,0,0,0
8960,3AJ2M_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-13_19-01-36.BMP,0,0,0
8961,3AJ2M_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-13_19-01-36.BMP,0,0,0
8962,3AJ2M_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-13_19-01-36.BMP,0,0,0
8963,3AJ2M_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-13_19-01-36.BMP,0,0,0
8964,3AJ2M_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-13_19-01-36.BMP,0,0,0
8965,3AJ2M_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-13_19-01-36.BMP,0,0,1
8966,3AJ2M_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-13_19-01-36.BMP,0,0,1
8967,3AJ2M_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-13_19-01-36.BMP,0,0,1
8968,3AJ2M_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-13_19-01-36.BMP,0,0,0
8969,3AJ2O_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-21_23-21-45.BMP,0,0,1
8970,3AJ2O_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-21_23-21-45.BMP,0,0,1
8971,3AJ2O_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-21_23-21-45.BMP,0,0,0
8972,3AJ2O_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-21_23-21-45.BMP,0,0,0
8973,3AJ2O_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-21_23-21-45.BMP,0,0,0
8974,3AJ2O_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-21_23-21-45.BMP,0,0,1
8975,3AJ2O_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-21_23-21-45.BMP,0,0,0
8976,3AJ2O_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-21_23-21-45.BMP,0,0,0
8977,3AJ2O_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-21_23-21-45.BMP,0,0,0
8978,3AJ2S_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-21_10-56-42.BMP,0,0,0
8979,3AJ2S_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-21_10-56-42.BMP,0,0,0
8980,3AJ2S_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-21_10-56-42.BMP,0,0,0
8981,3AJ2S_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-21_10-56-42.BMP,0,0,0
8982,3AJ2S_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-21_10-56-42.BMP,0,0,0
8983,3AJ2S_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-21_10-56-42.BMP,0,0,1
8984,3AJ2S_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-21_10-56-42.BMP,0,0,1
8985,3AJ2S_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-21_10-56-42.BMP,0,0,0
8986,3AJ2U_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-25_16-25-36.BMP,0,0,1
8987,3AJ2U_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-25_16-25-36.BMP,0,0,0
8988,3AJ2U_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-25_16-25-36.BMP,0,0,0
8989,3AJ2U_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-25_16-25-36.BMP,0,0,0
8990,3AJ2U_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-25_16-25-36.BMP,0,0,0
8991,3AJ2U_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-25_16-25-36.BMP,0,0,0
8992,3AJ2U_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-25_16-25-36.BMP,0,0,1
8993,3AJ2U_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-25_16-25-36.BMP,0,0,0
8994,3AJ2U_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-25_16-25-36.BMP,0,0,0
8995,3AJ2W_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-10_19-28-25.BMP,0,0,0
8996,3AJ2W_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-10_19-28-25.BMP,0,0,0
8997,3AJ2W_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-10_19-28-25.BMP,0,0,0
8998,3AJ2W_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-10_19-28-25.BMP,0,0,0
8999,3AJ2W_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-10_19-28-25.BMP,0,0,1
9000,3AJ2W_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-10_19-28-25.BMP,0,0,0
9001,3AJ2W_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-10_19-28-25.BMP,0,0,0
9002,3AJ3A_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-22_00-20-00.BMP,0,0,0
9003,3AJ3A_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-22_00-20-00.BMP,0,0,0
9004,3AJ3A_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-22_00-20-00.BMP,0,0,0
9005,3AJ3A_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-22_00-20-00.BMP,0,0,1
9006,3AJ3A_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-22_00-20-00.BMP,0,0,0
9007,3AJ3A_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-22_00-20-00.BMP,0,0,0
9008,3AJ3A_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-22_00-20-00.BMP,0,0,0
9009,3AJ3A_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-22_00-20-00.BMP,0,0,1
9010,3AJ3A_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-22_00-20-00.BMP,0,0,1
9011,3AJ3E_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-09_05-23-48.BMP,0,0,1
9012,3AJ3E_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-09_05-23-48.BMP,0,0,0
9013,3AJ3E_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-09_05-23-48.BMP,0,0,0
9014,3AJ3E_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-09_05-23-48.BMP,0,0,0
9015,3AJ3E_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-09_05-23-48.BMP,0,0,0
9016,3AJ3E_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-09_05-23-48.BMP,0,0,0
9017,3AJ3E_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-09_05-23-48.BMP,0,0,0
9018,3AJ3E_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-09_05-23-48.BMP,0,0,0
9019,3AJ3E_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-09_05-23-48.BMP,0,0,0
9020,3AJ3G_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-21_21-59-13.BMP,0,0,0
9021,3AJ3G_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-21_21-59-13.BMP,0,0,1
9022,3AJ3G_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-21_21-59-13.BMP,0,0,1
9023,3AJ3G_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-21_21-59-13.BMP,0,0,0
9024,3AJ3G_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-21_21-59-13.BMP,0,0,0
9025,3AJ3G_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-21_21-59-13.BMP,0,0,0
9026,3AJ3G_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-21_21-59-13.BMP,0,0,1
9027,3AJ3G_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-21_21-59-13.BMP,0,0,0
9028,3AJ3G_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-21_21-59-13.BMP,0,0,0
9029,3AJ3I_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-21_00-01-50.BMP,0,0,0
9030,3AJ3I_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-21_00-01-50.BMP,0,0,1
9031,3AJ3I_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-21_00-01-50.BMP,0,0,0
9032,3AJ3I_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-21_00-01-50.BMP,0,0,0
9033,3AJ3I_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-21_00-01-50.BMP,0,0,0
9034,3AJ3I_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-21_00-01-50.BMP,0,0,1
9035,3AJ3I_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-21_00-01-50.BMP,0,0,0
9036,3AJ3I_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-21_00-01-50.BMP,0,0,0
9037,3AJ3I_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-21_00-01-50.BMP,0,0,0
9038,3AJ3K_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-17_02-00-03.BMP,0,0,0
9039,3AJ3K_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-17_02-00-03.BMP,0,0,0
9040,3AJ3K_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-17_02-00-03.BMP,0,0,0
9041,3AJ3K_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-17_02-00-03.BMP,0,0,0
9042,3AJ3K_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-17_02-00-03.BMP,0,0,0
9043,3AJ3K_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-17_02-00-03.BMP,0,0,0
9044,3AJ3K_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-17_02-00-03.BMP,0,0,0
9045,3AJ3K_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-17_02-00-03.BMP,0,0,0
9046,3AJ3K_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-17_02-00-03.BMP,0,0,0
9047,3AJ3M_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-23_08-29-01.BMP,0,0,0
9048,3AJ3M_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-23_08-29-01.BMP,0,0,0
9049,3AJ3M_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-23_08-29-01.BMP,0,0,0
9050,3AJ3M_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-23_08-29-01.BMP,0,0,0
9051,3AJ3M_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-23_08-29-01.BMP,0,0,0
9052,3AJ3M_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-23_08-29-01.BMP,0,0,0
9053,3AJ3M_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-23_08-29-01.BMP,0,0,0
9054,3AJ3M_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-23_08-29-01.BMP,0,0,1
9055,3AJ3M_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-23_08-29-01.BMP,0,0,1
9056,3AJ3O_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-17_14-31-08.BMP,0,0,0
9057,3AJ3O_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-17_14-31-08.BMP,0,0,0
9058,3AJ3O_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-17_14-31-08.BMP,0,0,0
9059,3AJ3O_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-17_14-31-08.BMP,0,0,1
9060,3AJ3O_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-17_14-31-08.BMP,0,0,0
9061,3AJ3O_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-17_14-31-08.BMP,0,0,0
9062,3AJ3O_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-17_14-31-08.BMP,0,0,0
9063,3AJ3O_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-17_14-31-08.BMP,0,0,1
9064,3AJ3O_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-17_14-31-08.BMP,0,0,0
9065,3AJ04_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-20_09-28-38.BMP,0,0,0
9066,3AJ04_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-20_09-28-38.BMP,0,0,0
9067,3AJ04_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-20_09-28-38.BMP,0,0,0
9068,3AJ04_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-20_09-28-38.BMP,0,0,0
9069,3AJ04_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-20_09-28-38.BMP,0,0,1
9070,3AJ04_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-20_09-28-38.BMP,0,0,0
9071,3AJ04_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-20_09-28-38.BMP,0,0,0
9072,3AJ04_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-20_09-28-38.BMP,0,0,0
9073,3AJ04_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-20_09-28-38.BMP,0,0,0
9074,3AJ4M_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-12-01_14-35-24.BMP,0,0,0
9075,3AJ4M_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-12-01_14-35-24.BMP,0,0,0
9076,3AJ4M_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-12-01_14-35-24.BMP,0,0,1
9077,3AJ4M_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-12-01_14-35-24.BMP,0,0,0
9078,3AJ4M_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-12-01_14-35-24.BMP,0,0,1
9079,3AJ4M_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-12-01_14-35-24.BMP,0,0,0
9080,3AJ4M_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-12-01_14-35-24.BMP,0,0,0
9081,3AJ4M_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-12-01_14-35-24.BMP,0,0,1
9082,3AJ4M_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-12-01_14-35-24.BMP,0,0,0
9083,3AJ4Q_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-21_22-26-54.BMP,0,0,1
9084,3AJ4Q_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-21_22-26-54.BMP,0,0,1
9085,3AJ4Q_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-21_22-26-54.BMP,0,0,1
9086,3AJ4Q_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-21_22-26-54.BMP,0,0,0
9087,3AJ4Q_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-21_22-26-54.BMP,0,0,0
9088,3AJ4Q_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-21_22-26-54.BMP,0,0,1
9089,3AJ4Q_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-21_22-26-54.BMP,0,0,1
9090,3AJ4Q_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-21_22-26-54.BMP,0,0,0
9091,3AJ4Q_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-21_22-26-54.BMP,0,0,0
9092,3AJ4S_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-12-06_19-27-19.BMP,0,0,0
9093,3AJ4S_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-12-06_19-27-19.BMP,0,0,1
9094,3AJ4S_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-12-06_19-27-19.BMP,0,0,0
9095,3AJ4S_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-12-06_19-27-19.BMP,0,0,0
9096,3AJ4S_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-12-06_19-27-19.BMP,0,0,0
9097,3AJ4S_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-12-06_19-27-19.BMP,0,0,0
9098,3AJ4S_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-12-06_19-27-19.BMP,0,0,0
9099,3AJ4S_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-12-06_19-27-19.BMP,0,0,0
9100,3AJ4S_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-12-06_19-27-19.BMP,0,0,0
9101,3AJ4U_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-12-20_01-23-28.BMP,0,0,0
9102,3AJ4U_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-12-20_01-23-28.BMP,0,0,0
9103,3AJ4U_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-12-20_01-23-28.BMP,0,0,0
9104,3AJ4U_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-12-20_01-23-28.BMP,0,0,0
9105,3AJ4U_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-12-20_01-23-28.BMP,0,0,1
9106,3AJ4U_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-12-20_01-23-28.BMP,0,0,0
9107,3AJ4U_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-12-20_01-23-28.BMP,0,0,0
9108,3AJ4U_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-12-20_01-23-28.BMP,0,0,0
9109,3AJ4U_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-12-20_01-23-28.BMP,0,0,0
9110,3AJ4Y_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-12-19_09-32-46.BMP,0,0,1
9111,3AJ4Y_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-12-19_09-32-46.BMP,0,0,0
9112,3AJ4Y_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-12-19_09-32-46.BMP,0,0,0
9113,3AJ4Y_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-12-19_09-32-46.BMP,0,0,1
9114,3AJ4Y_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-12-19_09-32-46.BMP,0,0,0
9115,3AJ4Y_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-12-19_09-32-46.BMP,0,0,0
9116,3AJ4Y_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-12-19_09-32-46.BMP,0,0,1
9117,3AJ4Y_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-12-19_09-32-46.BMP,0,0,0
9118,3AJ4Y_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-12-19_09-32-46.BMP,0,0,0
9119,3AJ5I_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-12-09_00-06-08.BMP,0,0,1
9120,3AJ5I_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-12-09_00-06-08.BMP,0,0,1
