,file name,label,vanti,train \ test,score,vanti label,vanti with pr
14721,8XJ7A_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX17DY5SDX5SDY31_2020-11-03_10-34-10.BMP,1,1,0,0.8,0,1
14722,I6UYA_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-21_15-46-08.BMP,1,1,0,0.85,0,1
14723,1A19W_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX6DY11SDX7SDY20_2020-11-19_07-40-41.BMP,1,1,0,0.78,0,1
14724,1PIL2_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-12-29_14-53-09.BMP,1,1,0,0.94,0,1
14725,2RLQS_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-27_15-45-14.BMP,1,1,0,0.66,0,1
14726,S515O_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-21_17-20-40.BMP,1,1,1,0.84,0,1
14727,1A196_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-26_22-52-17.BMP,1,1,1,0.63,0,1
14728,V928M_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-11-05_04-18-20.BMP,1,1,0,0.78,0,1
14729,S510E_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX6DY6SDX5SDY18_2020-12-23_01-39-25.BMP,1,1,0,0.88,0,1
14730,2RLVC_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-03_20-02-43.BMP,1,1,0,0.63,0,1
14731,I6V8W_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-12-22_08-05-51.BMP,1,1,1,0.4,0,1
14732,1A18Y_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-11-22_05-25-17.BMP,1,1,0,0.4,0,1
14733,U8MBW_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-15_16-04-58.BMP,1,1,0,0.67,0,1
14734,1A1A4_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY17_2020-12-24_12-07-10.BMP,1,1,0,0.55,0,1
14735,2RKSE_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-10_08-01-49.BMP,1,1,1,0.79,0,1
14736,6S3TA_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-03_02-11-19.BMP,1,1,0,0.93,0,1
14737,3JOP8_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY11SDX6SDY24_2020-12-01_20-24-54.BMP,1,1,0,0.74,0,1
14738,Q8QMA_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-16_19-03-08.BMP,1,1,0,0.86,0,1
14739,I6UXG_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-27_09-21-32.BMP,1,1,0,0.79,0,1
14740,5X6VW_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX9DY2SDX5SDY33_2020-12-07_07-13-38.BMP,1,1,0,0.89,0,1
14741,I6UWC_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-16_07-51-24.BMP,1,1,0,0.75,0,1
14742,M3REU_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX17DY5SDX5SDY31_2020-11-28_07-16-07.BMP,1,1,0,0.7,0,1
14743,3JOTK_FSGB_VE_MEAS_FIB_{MEASURE}_P011_DX11DY5SDX6SDY25_2020-11-24_11-48-59.BMP,1,1,0,0.45,0,1
14744,1A19W_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX17DY9SDX7SDY20_2020-11-19_07-40-41.BMP,1,1,0,0.47,0,1
14745,1P376_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY17_2020-11-04_00-28-25.BMP,1,1,1,0.84,0,1
14746,U8LZ8_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-22_11-38-40.BMP,1,1,0,0.76,0,1
14747,1P2PG_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-18_14-56-06.BMP,1,1,0,0.7,0,1
14748,I6UX2_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-12-10_12-26-50.BMP,1,1,0,0.85,0,1
14749,2RLME_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-03_12-06-20.BMP,1,1,0,0.72,0,1
14750,S5HTY_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY17_2020-12-18_19-22-59.BMP,1,1,0,0.83,0,1
14751,I6V1S_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-12-04_03-04-58.BMP,1,1,0,0.54,0,1
14752,8XJAW_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX17DY5SDX5SDY31_2020-11-24_12-14-57.BMP,1,1,0,0.59,0,1
14753,2RLQ8_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-13_01-57-02.BMP,1,1,0,0.89,0,1
14754,S5HUA_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-11_13-01-52.BMP,1,1,0,0.66,0,1
14755,2RLI0_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-13_13-05-04.BMP,1,1,1,0.72,0,1
14756,2RLJ6_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-07_19-57-18.BMP,1,1,0,0.89,0,1
14757,I6V5S_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-28_05-05-58.BMP,1,1,0,0.85,0,1
14758,2RLA4_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-10_22-08-15.BMP,1,1,1,0.52,0,1
14759,S519I_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX3DY9SDX7SDY17_2020-12-01_07-31-24.BMP,1,1,0,0.76,0,1
14760,2RLII_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-08_05-14-09.BMP,1,1,1,0.62,0,1
14761,U8LOM_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-11-07_19-31-36.BMP,1,1,0,0.84,0,1
14762,S51EK_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-02_05-50-50.BMP,1,1,0,0.54,0,1
14763,I6V28_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-09_19-53-05.BMP,1,1,1,0.8,0,1
14764,I6V2O_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-07_11-38-55.BMP,1,1,0,0.57,0,1
14765,I6V22_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-18_02-31-04.BMP,1,1,1,0.45,0,1
14766,S5122_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-11-08_07-19-16.BMP,1,1,0,0.62,0,1
14767,3JOUA_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX14DY6SDX6SDY24_2020-12-07_05-48-39.BMP,1,1,1,0.53,0,1
14768,3JOP8_FSGB_VE_MEAS_FIB_{MEASURE}_P010_DX11DY14SDX6SDY24_2020-12-01_20-24-54.BMP,1,1,0,0.87,0,1
14769,1A1AG_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-19_19-31-33.BMP,1,1,0,0.58,0,1
14770,M3RGK_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX11DY5SDX5SDY31_2020-11-28_04-50-06.BMP,1,1,1,0.45,0,1
14771,3AIXQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-05_17-58-00.BMP,1,1,1,0.42,0,1
14772,1P2KE_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY17_2020-11-03_01-18-55.BMP,1,1,1,0.69,0,1
14773,8XJ6U_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX17DY5SDX5SDY31_2020-11-26_08-17-37.BMP,1,1,0,0.49,0,1
14774,L5M3A_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX17DY9SDX7SDY17_2020-12-05_17-39-41.BMP,1,1,0,0.5,0,1
14775,I6UX6_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-01_16-39-36.BMP,1,1,0,0.41,0,1
14776,J3HNI_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-08_10-39-51.BMP,1,1,0,0.89,0,1
14777,S50ZQ_FSGB_VE_MEAS_FIB_{MEASURE}_P013_DX3DY9SDX7SDY16_2020-12-11_14-12-03.BMP,1,1,0,0.52,0,1
14778,I6V12_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-30_20-23-27.BMP,1,1,0,0.53,0,1
14779,3JOUA_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX14DY6SDX6SDY23_2020-12-07_11-49-17.BMP,1,1,0,0.57,0,1
14780,V91MU_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-18_12-42-42.BMP,1,1,0,0.41,0,1
14781,I6V06_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-10_11-04-21.BMP,1,1,0,0.45,0,1
14782,I6V12_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-30_20-23-27.BMP,1,1,0,0.84,0,1
14783,1A1AG_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX6DY6SDX7SDY16_2020-12-20_00-18-48.BMP,1,1,0,0.78,0,1
14784,2RL8S_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY9_2020-11-11_04-09-15.BMP,1,1,0,0.91,0,1
14785,1P2NG_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-11-18_12-46-07.BMP,1,1,0,0.74,0,1
14786,2RLHQ_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-02_05-53-31.BMP,1,1,1,0.62,0,1
14787,2RLW0_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-28_03-45-19.BMP,1,1,1,0.8,0,1
14788,I6V28_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-09_19-53-05.BMP,1,1,0,0.65,0,1
14789,1A1PY_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-19_22-41-56.BMP,1,1,1,0.8,0,1
14790,S512A_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-07_11-50-17.BMP,1,1,0,0.75,0,1
14791,I6UYK_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-12-05_08-44-06.BMP,1,1,0,0.93,0,1
14792,2RLS8_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-18_05-34-17.BMP,1,1,0,0.79,0,1
14793,1A1EE_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY11SDX7SDY18_2020-11-22_13-08-15.BMP,1,1,0,0.64,0,1
14794,2RLR8_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-14_00-20-42.BMP,1,1,0,0.67,0,1
14795,S51H0_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-22_23-30-42.BMP,1,1,0,0.93,0,1
14796,S519A_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX17DY9SDX7SDY17_2020-11-19_08-41-10.BMP,1,1,1,0.71,0,1
14797,1A1EE_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX6DY6SDX7SDY18_2020-11-22_13-08-15.BMP,1,1,0,0.68,0,1
14798,5X6UQ_FSGB_VE_MEAS_FIB_{MEASURE}_P011_DX10DY15SDX5SDY31_2020-11-06_23-06-48.BMP,1,1,0,0.82,0,1
14799,S51HY_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-22_00-54-00.BMP,1,1,0,0.87,0,1
14800,S512A_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-07_11-50-17.BMP,1,1,0,0.68,0,1
14801,J7VOC_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY17_2020-12-05_07-54-45.BMP,1,1,0,0.89,0,1
14802,U8M3Q_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-11-11_22-02-27.BMP,1,1,0,0.8,0,1
14803,1A19W_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-11-19_10-03-10.BMP,1,1,0,0.77,0,1
14804,5X6W6_FSGB_VE_MEAS_FIB_{MEASURE}_P011_DX10DY15SDX5SDY33_2020-12-23_17-02-35.BMP,1,1,1,0.93,0,1
14805,I6V00_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-07_14-31-55.BMP,1,1,0,0.62,0,1
14806,I6UXA_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-07_09-32-33.BMP,1,1,0,0.55,0,1
14807,1A1A6_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-11-18_19-09-34.BMP,1,1,1,0.7,0,1
14808,3AJ5W_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-12-27_16-39-57.BMP,1,1,0,0.6,0,1
14809,2RLPI_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-18_02-21-28.BMP,1,1,0,0.57,0,1
14810,5X6VM_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX12DY14SDX5SDY31_2020-12-07_05-32-09.BMP,1,1,0,0.57,0,1
14811,I6V2O_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-12-07_11-38-55.BMP,1,1,1,0.52,0,1
14812,6GJGA_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-12-15_02-19-44.BMP,1,1,0,0.61,0,1
14813,6GJ7K_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-16_22-55-05.BMP,1,1,1,0.67,0,1
14814,1P2N0_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-02_02-43-59.BMP,1,1,0,0.94,0,1
14815,5X6VW_FSGB_VE_MEAS_FIB_{MEASURE}_P012_DX7DY14SDX5SDY32_2020-12-07_07-13-38.BMP,1,1,0,0.58,0,1
14816,U8LKO_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-09_07-06-24.BMP,1,1,0,0.81,0,1
14817,J7VGA_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-11-20_15-09-37.BMP,1,1,0,0.87,0,1
14818,S50ZQ_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-11_14-12-03.BMP,1,1,0,0.67,0,1
14819,I6UWM_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-08_20-17-23.BMP,1,1,0,0.59,0,1
14820,1A1AG_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-12-19_15-44-54.BMP,1,1,1,0.68,0,1
14821,S5116_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX10DY9SDX7SDY17_2020-11-28_07-29-13.BMP,1,1,0,0.48,0,1
14822,2RLKW_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-06_21-31-00.BMP,1,1,1,0.94,0,1
14823,I6UZW_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-12_08-31-01.BMP,1,1,0,0.76,0,1
14824,S51H0_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-22_23-30-42.BMP,1,1,1,0.9,0,1
14825,1A18O_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-11-23_09-11-18.BMP,1,1,1,0.8,0,1
14826,8XJAM_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX11DY5SDX5SDY31_2020-11-19_23-23-27.BMP,1,1,1,0.68,0,1
14827,U8M32_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-11-13_15-42-11.BMP,1,1,1,0.43,0,1
14828,L5LS4_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-16_21-37-13.BMP,1,1,0,0.57,0,1
14829,S513O_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY17_2020-12-29_07-13-55.BMP,1,1,0,0.43,0,1
14830,M3RFM_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX17DY5SDX5SDY31_2020-11-27_14-36-13.BMP,1,1,1,0.52,0,1
14831,2RLKC_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-13_01-22-33.BMP,1,1,1,0.71,0,1
14832,2RLKC_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-13_01-22-33.BMP,1,1,0,0.43,0,1
14833,1A1Q2_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-08_01-06-35.BMP,1,1,0,0.49,0,1
14834,2RLR0_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-27_01-01-42.BMP,1,1,0,0.77,0,1
14835,J7VGA_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY17_2020-11-20_22-38-08.BMP,1,1,1,0.72,0,1
14836,1A196_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX14DY11SDX7SDY14_2020-11-28_20-01-36.BMP,1,1,0,0.51,0,1
14837,1A1AG_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-19_19-31-33.BMP,1,1,0,0.93,0,1
14838,U8LXO_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-29_03-07-16.BMP,1,1,1,0.4,0,1
14839,1A1AG_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-19_19-31-33.BMP,1,1,0,0.91,0,1
14840,2RL7A_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-16_17-45-45.BMP,1,1,0,0.82,0,1
14841,1A19W_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-18_09-30-14.BMP,1,1,0,0.54,0,1
14842,S519I_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX14DY6SDX5SDY18_2020-12-01_19-36-45.BMP,1,1,0,0.85,0,1
14843,1A1B0_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-22_03-15-44.BMP,1,1,0,0.83,0,1
14844,I6UYI_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-08_18-22-07.BMP,1,1,0,0.84,0,1
14845,2RL5O_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY9_2020-12-10_11-29-27.BMP,1,1,0,0.9,0,1
14846,2RLSU_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-14_19-32-17.BMP,1,1,0,0.46,0,1
14847,1A1BM_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-11-23_08-12-49.BMP,1,1,0,0.43,0,1
14848,8XJN2_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX10DY9SDX5SDY31_2020-12-12_12-58-44.BMP,1,1,0,0.65,0,1
14849,6GJGA_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-12-15_02-19-44.BMP,1,1,0,0.52,0,1
14850,2RKTC_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-11_02-20-16.BMP,1,1,0,0.75,0,1
14851,3AIWY_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-09_05-14-21.BMP,1,1,0,0.87,0,1
14852,5X6VW_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX12DY14SDX5SDY29_2020-12-08_04-24-06.BMP,1,1,1,0.44,0,1
14853,I6V3Q_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-29_15-00-34.BMP,1,1,0,0.44,0,1
14854,1A1RM_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-21_23-34-13.BMP,1,1,0,0.43,0,1
14855,S519A_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY17_2020-11-19_08-41-10.BMP,1,1,0,0.92,0,1
14856,I6UXM_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY9_2020-12-10_10-08-50.BMP,1,1,0,0.93,0,1
14857,S51HU_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX5SDY18_2020-12-14_21-49-35.BMP,1,1,0,0.87,0,1
14858,3AIPY_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-17_13-06-01.BMP,1,1,0,0.86,0,1
14859,5X6VW_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX5DY11SDX5SDY29_2020-12-08_04-24-06.BMP,1,1,1,0.65,0,1
14860,5X6UQ_FSGB_VE_MEAS_FIB_{MEASURE}_P012_DX7DY14SDX5SDY30_2020-11-05_13-33-58.BMP,1,1,0,0.9,0,1
14861,U8LLQ_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-12-01_11-06-46.BMP,1,1,0,0.8,0,1
14862,I6UV2_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-12-19_03-54-12.BMP,1,1,0,0.61,0,1
14863,S5HUA_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-11_13-01-52.BMP,1,1,1,0.92,0,1
14864,8XJBI_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX17DY5SDX5SDY31_2020-11-08_18-23-30.BMP,1,1,0,0.55,0,1
14865,5X6VM_FSGB_VE_MEAS_FIB_{MEASURE}_P011_DX10DY15SDX5SDY33_2020-12-07_05-32-09.BMP,1,1,0,0.53,0,1
14866,S50ZQ_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-11_10-35-07.BMP,1,1,0,0.9,0,1
14867,S50ZI_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-08_15-02-27.BMP,1,1,0,0.71,0,1
14868,2RLM0_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-23_19-27-36.BMP,1,1,0,0.74,0,1
14869,V91XY_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-18_13-30-21.BMP,1,1,0,0.85,0,1
14870,6GJ7K_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-16_22-55-05.BMP,1,1,0,0.54,0,1
14871,2RLSE_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-30_05-14-45.BMP,1,1,0,0.83,0,1
14872,8XJN2_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX5DY11SDX5SDY30_2020-12-12_15-43-54.BMP,1,1,0,0.5,0,1
14873,5X6VW_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX10DY9SDX5SDY31_2020-12-07_07-13-38.BMP,1,1,0,0.88,0,1
14874,2RL8S_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-11_01-45-40.BMP,1,1,1,0.49,0,1
14875,1A1AG_FSGB_VE_MEAS_FIB_{MEASURE}_P010_DX10DY3SDX7SDY16_2020-12-20_00-18-48.BMP,1,1,1,0.72,0,1
14876,S51HU_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-13_16-02-42.BMP,1,1,1,0.87,0,1
14877,8XJGU_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX11DY5SDX5SDY31_2020-11-04_05-07-28.BMP,1,1,0,0.56,0,1
14878,V9260_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-02_11-07-53.BMP,1,1,0,0.82,0,1
14879,1A1A4_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-21_23-16-23.BMP,1,1,1,0.55,0,1
14880,2RL9O_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-19_11-39-49.BMP,1,1,1,0.5,0,1
14881,2RKKY_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-01_01-08-38.BMP,1,1,0,0.88,0,1
14882,I6UX6_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-01_16-39-36.BMP,1,1,1,0.52,0,1
14883,1A196_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-11-26_22-52-17.BMP,1,1,0,0.81,0,1
14884,2RLLY_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-09_07-41-45.BMP,1,1,0,0.92,0,1
14885,5X6VW_FSGB_VE_MEAS_FIB_{MEASURE}_P013_DX13DY14SDX5SDY30_2020-12-08_04-24-06.BMP,1,1,0,0.89,0,1
14886,S50ZU_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-11-22_13-08-32.BMP,1,1,0,0.74,0,1
14887,2RLWW_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-14_02-58-28.BMP,1,1,1,0.82,0,1
14888,2RLNQ_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-11_09-56-58.BMP,1,1,0,0.5,0,1
