,file name,label,vanti,train \ test,score,vanti with PR
9653,9L0MO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX12DY6SDX3SDY11_2020-10-31_13-09-38.JPG,0,1,0,0.32,1.0
9654,9L0MO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX16DY9SDX3SDY11_2020-10-31_13-09-38.JPG,0,1,1,0.57,1.0
9655,9L0MO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX6DY4SDX10SDY22_2020-10-31_13-09-38.JPG,0,1,0,0.21,1.0
9656,9L0MO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX8DY13SDX10SDY22_2020-10-31_13-09-38.JPG,0,1,0,0.22,1.0
9657,9L0MO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX10DY13SDX3SDY11_2020-10-31_13-09-38.JPG,0,1,0,0.45,1.0
9658,9L0MO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX12DY13SDX6SDY30_2020-10-31_13-09-38.JPG,0,1,0,0.21,1.0
9659,9L0MO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK3_O3_NO_PAD_TK3_M1}_DX8DY10SDX14SDY1_2020-10-31_13-09-38.JPG,0,1,0,0.37,1.0
9660,9L0MO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK3_O3_NO_PAD_TK3_M1}_DX13DY4SDX14SDY1_2020-10-31_13-09-38.JPG,0,1,0,0.32,1.0
9661,9L0MQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX3DY8SDX3SDY11_2020-12-03_02-18-37.JPG,0,1,0,0.27,1.0
9662,9L0MQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX3DY8SDX14SDY42_2020-12-03_02-18-37.JPG,0,1,0,0.34,1.0
9663,9L0MQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX16DY5SDX14SDY42_2020-12-03_02-18-37.JPG,0,1,0,0.41,1.0
9664,9L0MQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX4DY6SDX14SDY42_2020-12-03_02-18-37.JPG,0,1,1,0.52,1.0
9665,9L0MQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX4DY12SDX10SDY22_2020-12-03_02-18-37.JPG,0,1,0,0.16,1.0
9666,9L0MQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX8DY10SDX3SDY11_2020-12-03_02-18-37.JPG,0,1,0,0.2,1.0
9667,9L0MQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX8DY10SDX6SDY30_2020-12-03_02-18-37.JPG,0,1,0,0.49,1.0
9668,9L0MQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX14DY10SDX6SDY30_2020-12-03_02-18-37.JPG,0,1,1,0.18,1.0
9669,9L0MQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX8DY13SDX3SDY11_2020-12-03_02-18-37.JPG,0,1,0,0.42,1.0
9670,9L0MQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX9DY7SDX3SDY11_2020-12-03_02-18-37.JPG,0,1,1,0.12,1.0
9671,9L0MQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX10DY13SDX3SDY11_2020-12-03_02-18-37.JPG,0,1,0,0.39,1.0
9672,9L0MQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK4_O3_NO_PAD_TK4_M1}_DX10DY13SDX14SDY1_2020-12-03_02-18-37.JPG,0,1,0,0.27,1.0
9673,9L0MS_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY14SDX3SDY11_2020-10-31_10-37-53.JPG,0,1,0,0.17,1.0
9674,9L0MS_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX10DY2SDX10SDY22_2020-10-31_10-37-53.JPG,0,1,0,0.25,1.0
9675,9L0MS_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX16DY11SDX6SDY30_2020-10-31_10-37-53.JPG,0,1,1,0.24,1.0
9676,9L0MS_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX17DY8SDX6SDY30_2020-10-31_10-37-53.JPG,0,1,1,0.13,1.0
9677,9L0MS_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX4DY6SDX6SDY30_2020-10-31_10-37-53.JPG,0,1,1,0.5,1.0
9678,9L0MS_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX4DY6SDX10SDY22_2020-10-31_10-37-53.JPG,0,1,0,0.47,1.0
9679,9L0MS_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX6DY4SDX6SDY30_2020-10-31_10-37-53.JPG,0,1,0,0.49,1.0
9680,9L0MS_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX8DY10SDX6SDY30_2020-10-31_10-37-53.JPG,0,1,0,0.24,1.0
9681,9L0MS_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX10DY4SDX6SDY30_2020-10-31_10-37-53.JPG,0,1,0,0.23,1.0
9682,9L0MS_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX10DY4SDX10SDY22_2020-10-31_10-37-53.JPG,0,1,1,0.13,1.0
9683,9L0MS_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX13DY4SDX3SDY11_2020-10-31_10-37-53.JPG,0,1,0,0.34,1.0
9684,9L0MS_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX10DY13SDX3SDY11_2020-10-31_10-37-53.JPG,0,1,1,0.43,1.0
9685,9L0MS_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX10DY13SDX6SDY30_2020-10-31_10-37-53.JPG,0,1,0,0.27,1.0
9686,9L0MS_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX16DY5SDX14SDY1_2020-10-31_10-37-53.JPG,0,1,0,0.37,1.0
9687,9L0MS_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK2_O3_NO_PAD_TK2_M1}_DX13DY12SDX14SDY1_2020-10-31_10-37-53.JPG,0,1,0,0.4,1.0
9688,9L0MS_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK4_O3_NO_PAD_TK4_M1}_DX8DY13SDX14SDY1_2020-10-31_10-37-53.JPG,0,1,1,0.12,1.0
9689,9L0MS_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK4_O3_NO_PAD_TK4_M1}_DX9DY7SDX14SDY1_2020-10-31_10-37-53.JPG,0,1,0,0.27,1.0
9690,9L0MU_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX10DY2SDX10SDY22_2020-10-28_23-01-40.JPG,0,1,0,0.37,1.0
9691,9L0MU_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX16DY5SDX6SDY30_2020-10-28_23-01-40.JPG,0,1,1,0.53,1.0
9692,9L0MU_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX16DY5SDX14SDY42_2020-10-28_23-01-40.JPG,0,1,0,0.15,1.0
9693,9L0MU_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX16DY11SDX14SDY42_2020-10-28_23-01-40.JPG,0,1,0,0.53,1.0
9694,9L0MU_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX10DY9SDX14SDY42_2020-10-28_23-01-40.JPG,0,1,0,0.56,1.0
9695,9L0MU_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY3SDX6SDY30_2020-10-28_23-01-40.JPG,0,1,1,0.31,1.0
9696,9L0MU_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY12SDX3SDY11_2020-10-28_23-01-40.JPG,0,1,1,0.59,1.0
9697,9L0MU_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX16DY9SDX14SDY42_2020-10-28_23-01-40.JPG,0,1,0,0.33,1.0
9698,9L0MU_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX13DY4SDX6SDY30_2020-10-28_23-01-40.JPG,0,1,0,0.19,1.0
9699,9L0MU_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX4DY7SDX6SDY30_2020-10-28_23-01-40.JPG,0,1,1,0.54,1.0
9700,9L0MU_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK3_O3_NO_PAD_TK3_M1}_DX3DY10SDX14SDY1_2020-10-28_23-01-40.JPG,0,1,0,0.34,1.0
9701,9L0MU_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK3_O3_NO_PAD_TK3_M1}_DX14DY10SDX14SDY1_2020-10-28_23-01-40.JPG,0,1,1,0.2,1.0
9702,9L0MU_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK4_O3_NO_PAD_TK4_M1}_DX4DY7SDX14SDY1_2020-10-28_23-01-40.JPG,0,1,0,0.35,1.0
9703,9L0MW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX10DY2SDX14SDY42_2020-12-18_02-59-53.JPG,0,1,0,0.16,1.0
9704,9L0MW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX11DY14SDX6SDY30_2020-12-18_02-59-53.JPG,0,1,0,0.33,1.0
9705,9L0MW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX11DY14SDX14SDY42_2020-12-18_02-59-53.JPG,0,1,0,0.26,1.0
9706,9L0MW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX16DY5SDX10SDY22_2020-12-18_02-59-53.JPG,0,1,1,0.37,1.0
9707,9L0MW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX4DY6SDX3SDY11_2020-12-18_02-59-53.JPG,0,1,0,0.57,1.0
9708,9L0MW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX4DY6SDX14SDY42_2020-12-18_02-59-53.JPG,0,1,0,0.48,1.0
9709,9L0MW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX10DY9SDX6SDY30_2020-12-18_02-59-53.JPG,0,1,0,0.42,1.0
9710,9L0MW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX16DY9SDX14SDY42_2020-12-18_02-59-53.JPG,0,1,0,0.46,1.0
9711,9L0MW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX6DY4SDX10SDY22_2020-12-18_02-59-53.JPG,0,1,0,0.21,1.0
9712,9L0MW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX10DY4SDX3SDY11_2020-12-18_02-59-53.JPG,0,1,1,0.58,1.0
9713,9L0MW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX4DY7SDX14SDY42_2020-12-18_02-59-53.JPG,0,1,0,0.42,1.0
9714,9L0MW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX8DY13SDX6SDY30_2020-12-18_02-59-53.JPG,0,1,0,0.21,1.0
9715,9L0MW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX10DY13SDX6SDY30_2020-12-18_02-59-53.JPG,0,1,0,0.18,1.0
9716,9L0MW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX12DY13SDX6SDY30_2020-12-18_02-59-53.JPG,0,1,1,0.33,1.0
9717,9L0MW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX12DY13SDX14SDY42_2020-12-18_02-59-53.JPG,0,1,0,0.3,1.0
9718,9L0MW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK3_O3_NO_PAD_TK3_M1}_DX8DY10SDX14SDY1_2020-12-18_02-59-53.JPG,0,1,1,0.46,1.0
9719,9L0MW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK3_O3_NO_PAD_TK3_M1}_DX10DY4SDX14SDY1_2020-12-18_02-59-53.JPG,0,1,0,0.2,1.0
9720,9L0MW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK3_O3_NO_PAD_TK3_M1}_DX13DY4SDX14SDY1_2020-12-18_02-59-53.JPG,0,1,0,0.44,1.0
9721,9L0MW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK3_O3_NO_PAD_TK3_M1}_DX14DY10SDX14SDY1_2020-12-18_02-59-53.JPG,0,1,0,0.43,1.0
9722,9L0MY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX3DY8SDX3SDY11_2020-12-08_02-41-04.JPG,0,1,0,0.23,1.0
9723,9L0MY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY11SDX3SDY11_2020-12-08_02-41-04.JPG,0,1,1,0.31,1.0
9724,9L0MY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX11DY14SDX3SDY11_2020-12-08_02-41-04.JPG,0,1,0,0.23,1.0
9725,9L0MY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX16DY5SDX14SDY42_2020-12-08_02-41-04.JPG,0,1,0,0.41,1.0
9726,9L0MY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX16DY11SDX14SDY42_2020-12-08_02-41-04.JPG,0,1,0,0.55,1.0
9727,9L0MY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX10DY9SDX14SDY42_2020-12-08_02-41-04.JPG,0,1,0,0.14,1.0
9728,9L0MY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX12DY6SDX10SDY22_2020-12-08_02-41-04.JPG,0,1,0,0.12,1.0
9729,9L0MY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY3SDX6SDY30_2020-12-08_02-41-04.JPG,0,1,0,0.16,1.0
9730,9L0MY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX3DY10SDX10SDY22_2020-12-08_02-41-04.JPG,0,1,0,0.29,1.0
9731,9L0MY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX8DY10SDX6SDY30_2020-12-08_02-41-04.JPG,0,1,1,0.58,1.0
9732,9L0MY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX15DY7SDX6SDY30_2020-12-08_02-41-04.JPG,0,1,0,0.42,1.0
9733,9L0MY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX7DY14SDX14SDY1_2020-12-08_02-41-04.JPG,0,1,1,0.27,1.0
9734,9L0MY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX16DY11SDX14SDY1_2020-12-08_02-41-04.JPG,0,1,0,0.57,1.0
9735,9L0MY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK2_O3_NO_PAD_TK2_M1}_DX4DY12SDX14SDY1_2020-12-08_02-41-04.JPG,0,1,0,0.59,1.0
9736,9L0NG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX3DY8SDX10SDY22_2020-12-07_20-30-55.JPG,0,1,0,0.48,1.0
9737,9L0NG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX17DY8SDX14SDY42_2020-12-07_20-30-55.JPG,0,1,0,0.29,1.0
9738,9L0NG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX10DY9SDX6SDY30_2020-12-07_20-30-55.JPG,0,1,1,0.37,1.0
9739,9L0NG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX12DY6SDX6SDY30_2020-12-07_20-30-55.JPG,0,1,0,0.42,1.0
9740,9L0NG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY3SDX3SDY11_2020-12-07_20-30-55.JPG,0,1,0,0.23,1.0
9741,9L0NG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX16DY9SDX14SDY42_2020-12-07_20-30-55.JPG,0,1,0,0.39,1.0
9743,9L0NG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX13DY4SDX6SDY30_2020-12-07_20-30-55.JPG,0,1,0,0.59,1.0
9744,9L0NG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX14DY10SDX3SDY11_2020-12-07_20-30-55.JPG,0,1,1,0.26,1.0
9745,9L0NG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX14DY10SDX6SDY30_2020-12-07_20-30-55.JPG,0,1,0,0.18,1.0
9746,9L0NG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX14DY10SDX14SDY42_2020-12-07_20-30-55.JPG,0,1,0,0.2,1.0
9747,9L0NG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX8DY13SDX6SDY30_2020-12-07_20-30-55.JPG,0,1,0,0.33,1.0
9748,9L0NG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX8DY13SDX10SDY22_2020-12-07_20-30-55.JPG,0,1,0,0.21,1.0
9749,9L0NG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX11DY8SDX14SDY1_2020-12-07_20-30-55.JPG,0,1,0,0.36,1.0
9751,9L0NG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK2_O3_NO_PAD_TK2_M1}_DX16DY9SDX14SDY1_2020-12-07_20-30-55.JPG,0,1,1,0.48,1.0
9752,9L0NM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY5SDX10SDY22_2020-12-17_20-29-00.JPG,0,1,0,0.48,1.0
9753,9L0NM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX17DY8SDX6SDY30_2020-12-17_20-29-00.JPG,0,1,0,0.22,1.0
9754,9L0NM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX4DY6SDX10SDY22_2020-12-17_20-29-00.JPG,0,1,0,0.26,1.0
9756,9L0NM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY12SDX6SDY30_2020-12-17_20-29-00.JPG,0,1,1,0.44,1.0
9757,9L0NM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX16DY9SDX3SDY11_2020-12-17_20-29-00.JPG,0,1,0,0.6,1.0
9758,9L0NM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX6DY4SDX6SDY30_2020-12-17_20-29-00.JPG,0,1,0,0.33,1.0
9759,9L0NM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX4DY7SDX6SDY30_2020-12-17_20-29-00.JPG,0,1,0,0.53,1.0
9760,9L0NM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX12DY13SDX6SDY30_2020-12-17_20-29-00.JPG,0,1,0,0.13,1.0
9761,9L0NM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX15DY7SDX14SDY42_2020-12-17_20-29-00.JPG,0,1,0,0.37,1.0
9762,9L0NM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX11DY14SDX14SDY1_2020-12-17_20-29-00.JPG,0,1,1,0.22,1.0
9763,9L0NM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK2_O3_NO_PAD_TK2_M1}_DX5DY9SDX14SDY1_2020-12-17_20-29-00.JPG,0,1,0,0.19,1.0
9764,9L0NM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK2_O3_NO_PAD_TK2_M1}_DX13DY12SDX14SDY1_2020-12-17_20-29-00.JPG,0,1,0,0.56,1.0
9765,9L0NM_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK3_O3_NO_PAD_TK3_M1}_DX14DY10SDX14SDY1_2020-12-17_20-29-00.JPG,0,1,0,0.59,1.0
9766,9L0NO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX3DY8SDX6SDY30_2020-10-28_23-04-26.JPG,0,1,1,0.57,1.0
9767,9L0NO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY11SDX10SDY22_2020-10-28_23-04-26.JPG,0,1,0,0.3,1.0
9768,9L0NO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY14SDX6SDY30_2020-10-28_23-04-26.JPG,0,1,1,0.27,1.0
9769,9L0NO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY14SDX14SDY42_2020-10-28_23-04-26.JPG,0,1,0,0.35,1.0
9770,9L0NO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX11DY8SDX14SDY42_2020-10-28_23-04-26.JPG,0,1,0,0.46,1.0
9771,9L0NO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX11DY14SDX6SDY30_2020-10-28_23-04-26.JPG,0,1,1,0.18,1.0
9772,9L0NO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX5DY9SDX10SDY22_2020-10-28_23-04-26.JPG,0,1,0,0.54,1.0
9773,9L0NO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX5DY9SDX14SDY42_2020-10-28_23-04-26.JPG,0,1,0,0.16,1.0
9774,9L0NO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX10DY9SDX3SDY11_2020-10-28_23-04-26.JPG,0,1,0,0.59,1.0
9775,9L0NO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY3SDX6SDY30_2020-10-28_23-04-26.JPG,0,1,0,0.36,1.0
9777,9L0NO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX8DY10SDX6SDY30_2020-10-28_23-04-26.JPG,0,1,1,0.3,1.0
9778,9L0NO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX8DY13SDX6SDY30_2020-10-28_23-04-26.JPG,0,1,1,0.55,1.0
9779,9L0NO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX12DY13SDX10SDY22_2020-10-28_23-04-26.JPG,0,1,0,0.33,1.0
9780,9L0NO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX15DY7SDX6SDY30_2020-10-28_23-04-26.JPG,0,1,0,0.35,1.0
9781,9L0NO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX11DY14SDX14SDY1_2020-10-28_23-04-26.JPG,0,1,0,0.52,1.0
9782,9L0NO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX17DY8SDX14SDY1_2020-10-28_23-04-26.JPG,0,1,0,0.31,1.0
9783,9L0NO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK3_O3_NO_PAD_TK3_M1}_DX3DY10SDX14SDY1_2020-10-28_23-04-26.JPG,0,1,1,0.28,1.0
9784,9L0NQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX3DY8SDX3SDY11_2020-10-31_13-09-38.JPG,0,1,0,0.33,1.0
9785,9L0NQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY11SDX14SDY42_2020-10-31_13-09-38.JPG,0,1,0,0.2,1.0
9786,9L0NQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY14SDX6SDY30_2020-10-31_13-09-38.JPG,0,1,0,0.54,1.0
9787,9L0NQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX11DY14SDX10SDY22_2020-10-31_13-09-38.JPG,0,1,0,0.42,1.0
9788,9L0NQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX5DY9SDX6SDY30_2020-10-31_13-09-38.JPG,0,1,1,0.2,1.0
9789,9L0NQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX12DY6SDX10SDY22_2020-10-31_13-09-38.JPG,0,1,1,0.31,1.0
