file name,label,vanti,train \ test,score,vanti label,vanti with pr
3AIYI_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-17_02-48-08.BMP,0,0,0,0.58,2,0
3AIYI_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-17_02-48-08.BMP,0,0,0,0.53,1,0
3AIYI_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-17_02-48-08.BMP,0,0,0,0.47,2,0
3AIYI_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-17_02-48-08.BMP,0,0,0,0.88,2,0
3AIYI_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-17_02-48-08.BMP,0,0,0,0.78,2,0
3AIYK_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-23_19-07-34.BMP,0,0,0,0.94,2,0
3AIYK_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-23_19-07-34.BMP,0,0,0,0.60,1,0
3AIYK_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-23_19-07-34.BMP,0,0,1,0.56,2,0
3AIYK_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-23_19-07-34.BMP,0,0,1,0.44,2,0
3AIYK_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-23_19-07-34.BMP,0,0,0,0.78,2,0
3AIYK_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-23_19-07-34.BMP,0,0,0,0.74,2,0
3AIYK_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-23_19-07-34.BMP,0,0,0,0.64,2,0
3AIYK_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-23_19-07-34.BMP,0,0,0,0.72,1,0
3AIYK_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-23_19-07-34.BMP,0,0,1,0.85,2,0
3AIYM_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-13_20-09-09.BMP,0,0,1,0.65,2,0
3AIYM_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-13_20-09-09.BMP,0,0,1,0.48,2,0
3AIYM_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-13_20-09-09.BMP,0,0,0,0.75,2,0
3AIYM_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-13_20-09-09.BMP,0,0,0,0.79,2,0
3AIYM_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-13_20-09-09.BMP,0,0,0,0.76,1,0
3AIYM_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-13_20-09-09.BMP,0,0,0,0.82,1,0
3AIYQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-05_11-18-09.BMP,0,0,0,0.90,2,0
3AIYQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-05_11-18-09.BMP,0,0,1,0.64,1,0
3AIYQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-05_11-18-09.BMP,0,0,1,0.42,1,0
3AIYQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-05_11-18-09.BMP,0,0,1,0.89,2,0
3AIYQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-05_11-18-09.BMP,0,0,1,0.48,2,0
3AIYQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-05_11-18-09.BMP,0,0,1,0.72,2,0
3AIYQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-05_11-18-09.BMP,0,0,0,0.93,2,0
3AIYQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-05_11-18-09.BMP,0,0,0,0.78,2,0
3AIYQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-05_11-18-09.BMP,0,0,1,0.72,2,0
3AIYS_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-24_05-46-06.BMP,0,0,1,0.86,1,0
3AIYS_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-24_05-46-06.BMP,0,0,0,0.94,1,0
3AIYS_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-24_05-46-06.BMP,0,0,1,0.84,1,0
3AIYS_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-24_05-46-06.BMP,0,0,0,0.76,2,0
3AIYS_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-24_05-46-06.BMP,0,0,0,0.62,2,0
3AIYS_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-24_05-46-06.BMP,0,0,1,0.63,1,0
3AIYS_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-24_05-46-06.BMP,0,0,0,0.83,1,0
3AIYS_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-24_05-46-06.BMP,0,0,0,0.55,2,0
3AIYS_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-24_05-46-06.BMP,0,0,0,0.85,1,0
3AIYW_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-17_08-38-59.BMP,0,0,0,0.57,2,0
3AIYW_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-17_08-38-59.BMP,0,0,0,0.64,2,0
3AIYW_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-17_08-38-59.BMP,0,0,0,0.90,1,0
3AIYW_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-17_08-38-59.BMP,0,0,0,0.69,2,0
3AIYW_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-17_08-38-59.BMP,0,0,1,0.71,2,0
3AIYW_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-17_08-38-59.BMP,0,0,0,0.66,2,0
3AIYW_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-17_08-38-59.BMP,0,0,0,0.89,2,0
3AIYW_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-17_08-38-59.BMP,0,0,0,0.88,1,0
3AIYW_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-17_08-38-59.BMP,0,0,0,0.71,1,0
3AIYY_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-22_15-46-21.BMP,0,0,1,0.59,1,0
3AIYY_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-22_15-46-21.BMP,0,0,0,0.51,2,0
3AIYY_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-22_15-46-21.BMP,0,0,0,0.62,1,0
3AIYY_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-22_15-46-21.BMP,0,0,0,0.54,2,0
3AIYY_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-22_15-46-21.BMP,0,0,0,0.86,2,0
3AIYY_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-22_15-46-21.BMP,0,0,0,0.45,1,0
3AIYY_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-22_15-46-21.BMP,0,0,0,0.58,2,0
3AIYY_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-22_15-46-21.BMP,0,0,1,0.78,2,0
3AIYY_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-22_15-46-21.BMP,0,0,1,0.89,2,0
3AIZ0_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-30_00-31-08.BMP,0,0,0,0.60,1,0
3AIZ0_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-30_00-31-08.BMP,0,0,0,0.64,2,0
3AIZ0_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-30_00-31-08.BMP,0,0,0,0.51,2,0
3AIZ0_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-30_00-31-08.BMP,0,0,1,0.70,2,0
3AIZ0_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-30_00-31-08.BMP,0,0,0,0.55,2,0
3AIZ0_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-30_00-31-08.BMP,0,0,0,0.51,2,0
3AIZ0_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-30_00-31-08.BMP,0,0,0,0.68,1,0
3AIZ0_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-30_00-31-08.BMP,0,0,0,0.67,2,0
3AIZ0_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-30_00-31-08.BMP,0,0,0,0.43,2,0
3AIZ4_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-28_01-32-46.BMP,0,0,0,0.42,2,0
3AIZ4_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-28_01-32-46.BMP,0,0,0,0.72,2,0
3AIZ4_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-28_01-32-46.BMP,0,0,0,0.77,2,0
3AIZ4_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-28_01-32-46.BMP,0,0,0,0.44,2,0
3AIZ4_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-28_01-32-46.BMP,0,0,1,0.64,1,0
3AIZ4_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-28_01-32-46.BMP,0,0,0,0.91,1,0
3AIZ4_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-28_01-32-46.BMP,0,0,0,0.90,2,0
3AIZ4_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-28_01-32-46.BMP,0,0,0,0.87,2,0
3AIZ4_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-28_01-32-46.BMP,0,0,1,0.90,2,0
3AIZ8_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-12-01_00-16-47.BMP,0,0,0,0.83,1,0
3AIZ8_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-12-01_00-16-47.BMP,0,0,0,0.78,2,0
3AIZ8_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-12-01_00-16-47.BMP,0,0,0,0.57,2,0
3AIZ8_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-12-01_00-16-47.BMP,0,0,0,0.51,2,0
3AIZ8_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-12-01_00-16-47.BMP,0,0,0,0.50,2,0
3AIZ8_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-12-01_00-16-47.BMP,0,0,1,0.81,2,0
3AIZ8_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-12-01_00-16-47.BMP,0,0,0,0.44,1,0
3AIZ8_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-12-01_00-16-47.BMP,0,0,1,0.57,2,0
3AIZ8_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-12-01_00-16-47.BMP,0,0,0,0.40,1,0
3AIZA_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-23_09-52-13.BMP,0,0,1,0.84,1,0
3AIZA_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-23_09-52-13.BMP,0,0,0,0.90,1,0
3AIZA_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-23_09-52-13.BMP,0,0,1,0.84,2,0
3AIZA_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-23_09-52-13.BMP,0,0,0,0.47,2,0
3AIZA_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-23_09-52-13.BMP,0,0,0,0.90,1,0
3AIZA_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-23_09-52-13.BMP,0,0,0,0.88,2,0
3AIZA_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-23_09-52-13.BMP,0,0,0,0.91,1,0
3AIZA_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-23_09-52-13.BMP,0,0,0,0.74,1,0
3AIZE_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY16_2020-11-23_15-41-22.BMP,0,0,1,0.58,2,0
3AIZE_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-23_03-41-33.BMP,0,0,0,0.60,2,0
3AIZE_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-23_03-41-33.BMP,0,0,0,0.45,2,0
3AIZE_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY16_2020-11-23_15-41-22.BMP,0,0,1,0.91,1,0
3AIZE_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-23_03-41-33.BMP,0,0,1,0.68,1,0
3AIZE_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY16_2020-11-23_15-41-22.BMP,0,0,0,0.65,2,0
3AIZE_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-23_03-41-33.BMP,0,0,0,0.71,2,0
3AIZE_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY16_2020-11-23_15-41-22.BMP,0,0,1,0.94,2,0
3AIZE_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-23_03-41-33.BMP,0,0,0,0.84,1,0
3AIZE_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY16_2020-11-23_15-41-22.BMP,0,0,1,0.67,2,0
3AIZE_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY16_2020-11-23_15-41-22.BMP,0,0,0,0.67,2,0
3AIZE_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY16_2020-11-23_15-41-22.BMP,0,0,0,0.41,1,0
3AIZE_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY16_2020-11-23_15-41-22.BMP,0,0,0,0.46,1,0
3AIZG_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY16_2020-11-18_02-56-21.BMP,0,0,0,0.58,2,0
3AIZG_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY16_2020-11-18_02-56-21.BMP,0,0,0,0.69,2,0
3AIZG_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY16_2020-11-18_02-56-21.BMP,0,0,1,0.65,2,0
3AIZG_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY16_2020-11-18_02-56-21.BMP,0,0,0,0.46,2,0
3AIZG_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY16_2020-11-18_02-56-21.BMP,0,0,1,0.83,2,0
3AIZG_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY16_2020-11-18_02-56-21.BMP,0,0,1,0.51,2,0
3AIZG_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY16_2020-11-18_02-56-21.BMP,0,0,1,0.50,1,0
3AIZG_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY16_2020-11-18_02-56-21.BMP,0,0,0,0.83,1,0
3AIZG_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY16_2020-11-18_02-56-21.BMP,0,0,0,0.75,2,0
3AIZI_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-08_06-24-34.BMP,0,0,0,0.78,2,0
3AIZI_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-08_06-24-34.BMP,0,0,1,0.80,2,0
3AIZI_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-08_06-24-34.BMP,0,0,0,0.75,2,0
3AIZI_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-08_06-24-34.BMP,0,0,1,0.67,1,0
3AIZI_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-08_06-24-34.BMP,0,0,0,0.88,2,0
3AIZI_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-08_06-24-34.BMP,0,0,0,0.78,2,0
3AIZI_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-08_06-24-34.BMP,0,0,0,0.49,1,0
3AIZI_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-08_06-24-34.BMP,0,0,1,0.73,2,0
3AIZI_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-08_06-24-34.BMP,0,0,0,0.82,2,0
3AIZK_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-11_05-05-51.BMP,0,0,1,0.74,1,0
3AIZK_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-11_05-05-51.BMP,0,0,0,0.69,2,0
3AIZK_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-11_05-05-51.BMP,0,0,0,0.60,2,0
3AIZK_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-11_05-05-51.BMP,0,0,0,0.50,2,0
3AIZK_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-11_05-05-51.BMP,0,0,1,0.64,1,0
3AIZK_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-11_05-05-51.BMP,0,0,0,0.64,2,0
3AIZK_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-11_05-05-51.BMP,0,0,0,0.44,2,0
3AIZK_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-11_05-05-51.BMP,0,0,0,0.78,2,0
3AIZK_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-11_05-05-51.BMP,0,0,1,0.51,2,0
3AIZM_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-24_06-14-38.BMP,0,0,0,0.56,1,0
3AIZM_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-24_06-14-38.BMP,0,0,1,0.68,2,0
3AIZM_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-24_06-14-38.BMP,0,0,0,0.83,1,0
3AIZM_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-24_06-14-38.BMP,0,0,0,0.52,2,0
3AIZM_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-24_06-14-38.BMP,0,0,0,0.90,2,0
3AIZM_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-24_06-14-38.BMP,0,0,1,0.91,2,0
3AIZM_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-24_06-14-38.BMP,0,0,1,0.78,2,0
3AIZM_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-24_06-14-38.BMP,0,0,0,0.76,1,0
3AIZM_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-24_06-14-38.BMP,0,0,0,0.58,2,0
3AIZQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-20_05-34-38.BMP,0,0,0,0.88,2,0
3AIZQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-20_05-34-38.BMP,0,0,0,0.82,1,0
3AIZQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-20_05-34-38.BMP,0,0,0,0.63,1,0
3AIZQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-20_05-34-38.BMP,0,0,1,0.87,1,0
3AIZQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-20_05-34-38.BMP,0,0,0,0.86,1,0
3AIZQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-20_05-34-38.BMP,0,0,1,0.58,1,0
3AIZQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-20_05-34-38.BMP,0,0,0,0.52,1,0
3AIZQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-20_05-34-38.BMP,0,0,0,0.63,2,0
3AIZQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-20_05-34-38.BMP,0,0,1,0.65,2,0
3AIZS_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-21_03-17-17.BMP,0,0,0,0.67,2,0
3AIZS_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-21_03-17-17.BMP,0,0,0,0.44,2,0
3AIZS_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-21_03-17-17.BMP,0,0,0,0.69,2,0
3AIZS_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-21_03-17-17.BMP,0,0,0,0.74,2,0
3AIZS_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-21_03-17-17.BMP,0,0,1,0.63,1,0
3AIZS_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-21_03-17-17.BMP,0,0,0,0.59,2,0
3AIZS_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-21_03-17-17.BMP,0,0,0,0.91,2,0
3AIZS_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-21_03-17-17.BMP,0,0,0,0.93,2,0
3AIZS_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-21_03-17-17.BMP,0,0,0,0.67,1,0
3AIZU_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-21_15-49-12.BMP,0,0,0,0.40,1,0
3AIZU_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-21_15-49-12.BMP,0,0,0,0.65,2,0
3AIZU_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-21_15-49-12.BMP,0,0,0,0.48,1,0
3AIZU_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-21_15-49-12.BMP,0,0,0,0.74,2,0
3AIZU_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-21_15-49-12.BMP,0,0,0,0.85,2,0
3AIZU_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-21_15-49-12.BMP,0,0,0,0.60,2,0
3AIZU_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-21_15-49-12.BMP,0,0,0,0.80,1,0
3AIZU_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-21_15-49-12.BMP,0,0,0,0.83,2,0
3AIZU_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-21_15-49-12.BMP,0,0,0,0.56,2,0
3AIZW_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-20_21-11-15.BMP,0,0,1,0.87,1,0
3AIZW_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-20_21-11-15.BMP,0,0,0,0.73,1,0
3AIZW_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-20_21-11-15.BMP,0,0,1,0.60,2,0
3AIZW_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-20_21-11-15.BMP,0,0,0,0.54,2,0
