file name,label,vanti,train \ test,score,vanti with context data
4P0RO_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-12-06_10-40-26.BMP,0,0,1,0.46,0
W30DU_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-01_21-07-13.BMP,0,0,1,0.54,0
4P0QQ_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-22_15-38-00.BMP,0,0,0,0.84,0
Y50Q2_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-07-02_09-29-40.BMP,0,0,1,0.85,0
9UHIW_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-30_20-48-36.BMP,0,0,0,0.81,0
9UHIS_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-18_00-33-27.BMP,0,0,0,0.75,0
Y50XM_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-06-04_22-42-27.BMP,0,0,0,0.52,0
Y50XE_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-06-27_14-13-26.BMP,0,0,1,0.67,0
9A0UY_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-04_05-34-10.BMP,0,0,1,0.61,0
9UHJ0_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-11-02_16-26-26.BMP,0,0,0,0.88,0
1W1BG_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-03-01_22-03-03.BMP,0,0,1,0.89,0
9A0V6_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-09-11_14-51-46.BMP,0,0,0,0.93,0
Y5124_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-12-03_00-11-54.BMP,0,0,1,0.77,0
Y50XQ_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-01_19-30-14.BMP,0,0,0,0.66,0
Y50Z0_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-06-10_00-19-15.BMP,0,0,0,0.85,0
T10GA_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-04-16_07-46-52.BMP,0,0,0,0.77,0
4P0RW_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-12-04_11-07-35.BMP,0,0,0,0.67,0
Y512A_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-05-19_04-56-49.BMP,0,0,0,0.55,0
N6064_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-08_08-38-32.BMP,0,0,0,0.44,0
T10HQ_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-05-28_20-11-59.BMP,0,0,0,0.52,0
9A0VM_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-17_18-06-38.BMP,0,0,0,0.71,0
W30E4_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-07-14_23-26-47.BMP,0,0,0,0.64,0
Y50Q4_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-01_21-06-26.BMP,0,0,0,0.93,0
5D0IM_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-02-07_01-06-55.BMP,0,0,0,0.42,0
4P0RE_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY15_2020-11-24_07-58-07.BMP,0,0,1,0.74,0
6U0NO_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX8DY11SDX8SDY13_2020-09-24_17-05-40.BMP,0,0,1,0.72,0
T10GC_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-06-10_05-22-17.BMP,0,0,0,0.80,0
Y50YC_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-08-22_22-38-21.BMP,0,0,0,0.61,0
Y5116_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-13_04-11-50.BMP,0,0,1,0.52,0
9A0S8_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-04-17_10-17-06.BMP,0,0,0,0.84,0
4P0PY_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-11-01_05-36-25.BMP,0,0,0,0.76,0
Y510S_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX7SDY17_2020-07-13_21-12-50.BMP,0,0,0,0.90,0
Y50ZE_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-08-08_14-46-29.BMP,0,0,1,0.80,0
7N0LG_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-02-06_01-04-17.BMP,0,0,1,0.51,0
Y511Y_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-12-08_06-19-21.BMP,0,0,0,0.64,0
4P0RO_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-12-06_10-40-26.BMP,0,0,0,0.76,0
Y50XS_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-05_09-30-58.BMP,0,0,1,0.81,0
Y50XY_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-08-06_17-28-39.BMP,0,0,0,0.84,0
7N0MQ_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY16_2020-05-06_07-20-54.BMP,0,0,0,0.61,0
S702Q_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-09-13_13-14-21.BMP,0,0,0,0.44,0
4P0Q2_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-11-24_12-20-28.BMP,0,0,0,0.69,0
W30E4_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-07-14_23-26-47.BMP,0,0,0,0.88,0
7N0L2_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-03-17_19-26-45.BMP,0,0,0,0.65,0
7N0MQ_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY16_2020-05-06_07-20-54.BMP,0,0,0,0.46,0
Y50YI_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-07-13_15-47-59.BMP,0,0,1,0.89,0
7QI8W_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-12-01_01-36-18.BMP,0,0,1,0.75,0
S7016_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-09-26_17-16-30.BMP,0,0,0,0.76,0
Y50X8_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-06-14_20-59-21.BMP,0,0,1,0.44,0
7QI8G_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-08-28_19-57-03.BMP,0,0,0,0.53,0
6U0OC_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-13_12-07-37.BMP,0,0,1,0.87,0
S700I_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-05-08_03-28-05.BMP,0,0,0,0.48,0
Y511G_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY16_2020-09-27_02-34-41.BMP,0,0,1,0.89,0
Y50XU_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-12_03-36-12.BMP,0,0,1,0.92,0
7QI8S_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-11-04_18-08-24.BMP,0,0,0,0.88,0
4P0RE_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-11-24_01-38-03.BMP,0,0,0,0.69,0
9A0VU_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-24_23-45-46.BMP,0,0,0,0.47,0
7N0LY_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-01-26_09-14-21.BMP,0,0,0,0.62,0
Y50ZO_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-08-25_10-15-03.BMP,0,0,0,0.81,0
7QI8I_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-09-25_16-18-28.BMP,0,0,0,0.49,0
7QI8Q_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-11-05_00-45-05.BMP,0,0,1,0.92,0
Y50YM_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-05-28_12-28-14.BMP,0,0,0,0.60,0
7N0JE_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-01-27_23-15-20.BMP,0,0,0,0.57,0
9A0VW_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY4SDX8SDY17_2020-09-20_14-03-38.BMP,0,0,0,0.66,0
7N0MQ_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY16_2020-05-06_07-20-54.BMP,0,0,0,0.65,0
S700K_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-05-30_06-53-48.BMP,0,0,1,0.94,0
T10FU_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-04-16_07-48-16.BMP,0,0,0,0.51,0
7N0M8_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-03-01_08-36-38.BMP,0,0,1,0.76,0
4P0PO_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-11-01_14-36-35.BMP,0,0,0,0.80,0
1W1B8_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-10-13_02-25-35.BMP,0,0,0,0.79,0
Y511C_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-29_01-40-49.BMP,0,0,0,0.48,0
4P0RY_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-11-01_05-35-14.BMP,0,0,0,0.78,0
5C16G_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-01-23_05-09-44.BMP,0,0,0,0.79,0
2CICK_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-07-01_22-55-04.BMP,0,0,0,0.75,0
S701O_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-09-28_04-10-28.BMP,0,0,0,0.56,0
Y50Y8_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-07-05_06-52-34.BMP,0,0,0,0.85,0
Y5124_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-12-03_00-11-54.BMP,0,0,0,0.45,0
N9HKG_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-06-05_11-17-16.BMP,0,0,0,0.80,0
9A0T8_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-03-13_05-32-04.BMP,0,0,0,0.85,0
4P0RW_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-12-04_11-07-35.BMP,0,0,0,0.85,0
Y50XU_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-06-12_03-36-12.BMP,0,0,0,0.86,0
9A0UY_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-09-04_05-34-10.BMP,0,0,1,0.81,0
4P0PU_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-09_02-36-53.BMP,0,0,0,0.55,0
1W1BG_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-03-01_22-03-03.BMP,0,0,0,0.86,0
7N0LK_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY16_2020-02-06_00-49-58.BMP,0,0,0,0.70,0
Y50ZE_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-08-08_19-47-50.BMP,0,0,0,0.69,0
Y510I_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-03-06_12-14-00.BMP,0,0,0,0.44,0
Y50Z4_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-06-10_08-10-42.BMP,0,0,0,0.58,0
7QI8S_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-11-04_18-08-24.BMP,0,0,1,0.71,0
Y50SE_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-06-23_03-27-39.BMP,0,0,0,0.83,0
4P0R2_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-10-21_18-49-05.BMP,0,0,1,0.58,0
4P0R0_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY16_2020-11-18_08-18-19.BMP,0,0,1,0.78,0
Y511C_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX9DY14SDX8SDY15_2020-10-30_07-18-29.BMP,0,0,1,0.51,0
4P0QU_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX9DY14SDX8SDY16_2020-10-29_10-58-49.BMP,0,0,0,0.94,0
Y5124_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-12-03_00-11-54.BMP,0,0,1,0.45,0
Y50ZE_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-08-08_13-42-36.BMP,0,0,1,0.52,0
6U0NO_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX9DY4SDX8SDY17_2020-09-24_17-05-40.BMP,0,0,0,0.50,0
Y50ZG_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-18_22-30-44.BMP,0,0,0,0.87,0
Y50Q2_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY15_2020-07-02_14-26-01.BMP,0,0,0,0.49,0
Y50YS_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY15_2020-06-24_20-48-33.BMP,0,0,0,0.65,0
T10H4_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-05-01_07-38-11.BMP,0,0,1,0.68,0
4P0RM_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY16_2020-11-01_04-09-24.BMP,0,0,0,0.52,0
4P0PU_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-10-09_02-36-53.BMP,0,0,1,0.69,0
Y50Z0_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-10_00-19-15.BMP,0,0,0,0.94,0
Y50Z2_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-08-10_23-09-27.BMP,0,0,0,0.62,0
Y510Y_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-04-08_03-52-48.BMP,0,0,1,0.73,0
4P0SM_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-12_07-45-56.BMP,0,0,0,0.76,0
4P0PK_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-11_02-30-09.BMP,0,0,1,0.59,0
Y510S_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX7SDY17_2020-07-13_21-12-50.BMP,0,0,1,0.56,0
7QI8M_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-19_05-03-22.BMP,0,0,0,0.78,0
7N0LK_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY16_2020-02-06_00-49-58.BMP,0,0,1,0.54,0
7N0L2_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-03-17_19-26-45.BMP,0,0,0,0.78,0
S7012_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY16_2020-09-01_07-56-15.BMP,0,0,1,0.79,0
Y511I_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-09-03_05-41-17.BMP,0,0,0,0.94,0
4P0Q2_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-11-24_12-20-28.BMP,0,0,1,0.41,0
Y50YK_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-05-24_05-55-09.BMP,0,0,1,0.56,0
7QI8M_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-19_05-03-22.BMP,0,0,0,0.84,0
7EIGO_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-10-03_08-22-34.BMP,0,0,0,0.84,0
N606A_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY16_2020-12-01_09-05-20.BMP,0,0,0,0.73,0
4P0Q0_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-10-11_03-16-14.BMP,0,0,0,0.78,0
4P0RO_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-12-06_14-14-20.BMP,0,0,0,0.41,0
Y50ZI_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-07-06_15-36-35.BMP,0,0,0,0.52,0
Y50ZE_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-08-08_14-46-29.BMP,0,0,0,0.49,0
9A0SK_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-02-21_05-11-58.BMP,0,0,0,0.85,0
7QI8G_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-08-28_19-57-03.BMP,0,0,0,0.90,0
Y512U_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-11-18_15-40-06.BMP,0,0,0,0.80,0
Y50YY_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-07-18_13-11-27.BMP,0,0,0,0.77,0
4P0Q0_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-10-11_04-10-48.BMP,0,0,0,0.62,0
Y50XO_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-07-20_22-16-03.BMP,0,0,1,0.93,0
7N0LE_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY16_2020-02-06_05-18-06.BMP,0,0,0,0.61,0
9A0S2_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-01-31_15-54-36.BMP,0,0,0,0.46,0
9A0VU_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-09-25_14-19-57.BMP,0,0,1,0.83,0
4P0RM_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-31_17-25-59.BMP,0,0,0,0.64,0
Y50T0_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-08-23_18-05-33.BMP,0,0,0,0.66,0
Y50YY_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-07-18_13-11-27.BMP,0,0,0,0.56,0
Y50ZQ_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-07-29_00-04-09.BMP,0,0,0,0.50,0
Y50X8_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-14_20-59-21.BMP,0,0,1,0.90,0
6U0NW_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-09-11_12-23-35.BMP,0,0,1,0.43,0
Y50Q4_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-01_21-06-26.BMP,0,0,0,0.75,0
1W1B2_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-11-29_16-51-43.BMP,0,0,1,0.48,0
4P0QQ_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-22_15-38-00.BMP,0,0,0,0.57,0
S700Q_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-06-04_05-54-38.BMP,0,0,1,0.55,0
4P0RU_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-11-06_13-11-27.BMP,0,0,1,0.41,0
Y5124_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY16_2020-12-05_15-02-20.BMP,0,0,0,0.49,0
Y50YM_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-05-28_12-28-14.BMP,0,0,1,0.64,0
9UHIS_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-18_00-33-27.BMP,0,0,1,0.47,0
4P0RU_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-11-06_09-57-12.BMP,0,0,0,0.83,0
W30E2_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-07-03_17-43-28.BMP,0,0,0,0.62,0
Y511I_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-09-03_05-41-17.BMP,0,0,0,0.50,0
N606G_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-15_12-33-35.BMP,0,0,0,0.54,0
9UHIU_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-21_23-38-33.BMP,0,0,1,0.83,0
T10GC_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-06-10_05-22-17.BMP,0,0,0,0.70,0
Y50XU_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-06-12_03-36-12.BMP,0,0,0,0.60,0
4P0RE_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY16_2020-11-24_07-58-07.BMP,0,0,1,0.93,0
9A0TA_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-03-13_23-21-50.BMP,0,0,0,0.66,0
7N0N2_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-06-06_05-03-32.BMP,0,0,1,0.47,0
9A0S2_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-01-31_15-54-36.BMP,0,0,0,0.76,0
7N0LG_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-02-06_01-04-17.BMP,0,0,1,0.73,0
4P0RO_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-12-06_14-14-20.BMP,0,0,1,0.43,0
Y50ZO_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-25_10-15-03.BMP,0,0,0,0.87,0
9A0UY_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-09-04_05-34-10.BMP,0,0,1,0.92,0
4P0R0_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY16_2020-11-18_08-18-19.BMP,0,0,0,0.87,0
Y511A_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-08-27_00-19-44.BMP,0,0,0,0.77,0
7QI8O_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-14_14-13-23.BMP,0,0,0,0.50,0
9A0V4_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-14_15-27-30.BMP,0,0,1,0.42,0
4P0Q0_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-11_04-10-48.BMP,0,0,0,0.80,0
Y50XY_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-08-06_17-28-39.BMP,0,0,0,0.57,0
Y50ZO_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX10DY9SDX7SDY15_2020-08-25_11-00-14.BMP,0,0,1,0.91,0
7EIGK_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-15_16-24-55.BMP,0,0,1,0.40,0
4P0RK_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-11_04-31-37.BMP,0,0,1,0.51,0
Y5124_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY16_2020-12-05_15-02-20.BMP,0,0,0,0.89,0
W30DW_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-15_16-23-26.BMP,0,0,1,0.71,0
Y511A_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY16_2020-08-27_01-54-47.BMP,0,0,0,0.66,0
Y50Z8_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-12-15_08-18-10.BMP,0,0,0,0.61,0
7QI8Y_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-12-08_12-31-14.BMP,0,0,0,0.68,0
T10GG_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-07-29_00-03-03.BMP,0,0,0,0.92,0
Y50YQ_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-05-25_02-18-35.BMP,0,0,0,0.73,0
6U0NO_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX9DY14SDX8SDY15_2020-09-24_17-05-40.BMP,0,0,0,0.62,0
Y511A_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY16_2020-08-27_01-54-47.BMP,0,0,1,0.73,0
G1070_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-01-28_07-42-25.BMP,0,0,0,0.57,0
5D0I6_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2019-12-29_01-50-21.BMP,0,0,1,0.87,0
Y5110_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-08-14_03-41-31.BMP,0,0,0,0.63,0
