file name,label,vanti,train \ test,score,vanti with PR
9L0OO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX8DY13SDX14SDY42_2020-11-26_18-58-37.JPG,0,1,0,0.22,1
9L0OO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX12DY13SDX3SDY11_2020-11-26_18-58-37.JPG,0,0,0,0.47,0
9L0OO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX15DY7SDX14SDY42_2020-11-26_18-58-37.JPG,0,1,1,0.34,1
9L0OO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX7DY11SDX14SDY1_2020-11-26_18-58-37.JPG,0,1,1,0.36,1
9L0OO_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK3_O3_NO_PAD_TK3_M1}_DX6DY4SDX14SDY1_2020-11-26_18-58-37.JPG,0,0,0,0.42,0
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX3DY8SDX6SDY30_2020-10-28_14-00-40.JPG,0,1,1,0.59,1
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY11SDX6SDY30_2020-10-28_14-00-40.JPG,0,1,0,0.53,1
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX11DY8SDX3SDY11_2020-10-28_14-00-40.JPG,0,1,0,0.50,1
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX11DY8SDX6SDY30_2020-10-28_14-00-40.JPG,0,1,0,0.38,1
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX11DY14SDX6SDY30_2020-10-28_14-00-40.JPG,0,1,0,0.31,1
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX16DY5SDX3SDY11_2020-10-28_14-00-40.JPG,0,1,0,0.45,1
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX16DY5SDX6SDY30_2020-10-28_14-00-40.JPG,0,1,0,0.50,1
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX16DY5SDX14SDY42_2020-10-28_14-00-40.JPG,0,1,1,0.26,1
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX16DY11SDX6SDY30_2020-10-28_14-00-40.JPG,0,1,0,0.53,1
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX17DY8SDX3SDY11_2020-10-28_14-00-40.JPG,0,1,1,0.34,1
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX4DY6SDX14SDY42_2020-10-28_14-00-40.JPG,0,1,0,0.12,1
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX10DY9SDX10SDY22_2020-10-28_14-00-40.JPG,0,1,1,0.49,1
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY3SDX3SDY11_2020-10-28_14-00-40.JPG,0,1,0,0.47,1
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX16DY9SDX3SDY11_2020-10-28_14-00-40.JPG,0,1,0,0.32,1
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX10DY4SDX14SDY42_2020-10-28_14-00-40.JPG,0,1,0,0.20,1
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX13DY4SDX10SDY22_2020-10-28_14-00-40.JPG,0,1,0,0.60,1
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX13DY4SDX14SDY42_2020-10-28_14-00-40.JPG,0,1,1,0.22,1
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX14DY10SDX3SDY11_2020-10-28_14-00-40.JPG,0,1,0,0.31,1
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX4DY7SDX3SDY11_2020-10-28_14-00-40.JPG,0,1,0,0.56,1
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX8DY13SDX6SDY30_2020-10-28_14-00-40.JPG,0,1,0,0.51,1
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX10DY13SDX3SDY11_2020-10-28_14-00-40.JPG,0,1,0,0.37,1
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX15DY7SDX10SDY22_2020-10-28_14-00-40.JPG,0,1,0,0.57,1
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX10DY2SDX14SDY1_2020-10-28_14-00-40.JPG,0,1,1,0.14,1
9L0OQ_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK2_O3_NO_PAD_TK2_M1}_DX10DY9SDX14SDY1_2020-10-28_14-00-40.JPG,0,1,1,0.13,1
9L0OU_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX15DY7SDX3SDY11_2020-11-27_12-02-48.JPG,0,1,0,0.52,1
9L0OU_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX3DY8SDX14SDY1_2020-11-27_13-25-29.JPG,0,1,0,0.41,1
9L0OU_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK2_O3_NO_PAD_TK2_M1}_DX4DY6SDX14SDY1_2020-11-27_12-02-48.JPG,0,1,1,0.59,1
9L0OU_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK2_O3_NO_PAD_TK2_M1}_DX4DY12SDX14SDY1_2020-11-27_13-25-29.JPG,0,1,0,0.17,1
9L0OU_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK2_O3_NO_PAD_TK2_M1}_DX13DY12SDX14SDY1_2020-11-27_12-02-48.JPG,0,1,0,0.54,1
9L0OU_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK3_O3_NO_PAD_TK3_M1}_DX10DY4SDX14SDY1_2020-11-27_12-02-48.JPG,0,1,1,0.36,1
9L0OW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX3DY8SDX10SDY22_2020-12-07_22-54-23.JPG,0,1,0,0.57,1
9L0OW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX10DY2SDX3SDY11_2020-12-07_22-54-23.JPG,0,1,1,0.53,1
9L0OW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX11DY8SDX6SDY30_2020-12-07_22-54-23.JPG,0,1,0,0.13,1
9L0OW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX11DY14SDX6SDY30_2020-12-07_22-54-23.JPG,0,1,0,0.51,1
9L0OW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX17DY8SDX6SDY30_2020-12-07_22-54-23.JPG,0,1,0,0.25,1
9L0OW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX4DY12SDX3SDY11_2020-12-07_22-54-23.JPG,0,0,0,0.43,0
9L0OW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX10DY9SDX10SDY22_2020-12-07_22-54-23.JPG,0,1,1,0.20,1
9L0OW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY3SDX3SDY11_2020-12-07_22-54-23.JPG,0,1,0,0.47,1
9L0OW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX14DY10SDX14SDY42_2020-12-07_22-54-23.JPG,0,1,0,0.45,1
9L0OW_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX10DY13SDX3SDY11_2020-12-07_22-54-23.JPG,0,1,1,0.56,1
9L0OY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY5SDX3SDY11_2020-10-28_23-01-40.JPG,0,1,0,0.18,1
9L0OY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX11DY8SDX10SDY22_2020-10-28_23-01-40.JPG,0,1,1,0.22,1
9L0OY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX4DY12SDX14SDY42_2020-10-28_23-01-40.JPG,0,1,1,0.40,1
9L0OY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX5DY9SDX3SDY11_2020-10-28_23-01-40.JPG,0,1,0,0.30,1
9L0OY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX10DY9SDX14SDY42_2020-10-28_23-01-40.JPG,0,0,0,0.90,0
9L0OY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX12DY6SDX10SDY22_2020-10-28_23-01-40.JPG,0,1,0,0.16,1
9L0OY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY12SDX6SDY30_2020-10-28_23-01-40.JPG,0,1,0,0.26,1
9L0OY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX3DY10SDX14SDY42_2020-10-28_23-01-40.JPG,0,1,0,0.58,1
9L0OY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX6DY4SDX3SDY11_2020-10-28_23-01-40.JPG,0,1,0,0.14,1
9L0OY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX8DY10SDX14SDY42_2020-10-28_23-01-40.JPG,0,1,0,0.30,1
9L0OY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX10DY4SDX14SDY42_2020-10-28_23-01-40.JPG,0,1,1,0.47,1
9L0OY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX14DY10SDX10SDY22_2020-10-28_23-01-40.JPG,0,1,0,0.54,1
9L0OY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX4DY7SDX3SDY11_2020-10-28_23-01-40.JPG,0,1,0,0.18,1
9L0OY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX4DY7SDX6SDY30_2020-10-28_23-01-40.JPG,0,1,0,0.32,1
9L0OY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX12DY13SDX14SDY42_2020-10-28_23-01-40.JPG,0,1,0,0.28,1
9L0OY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX7DY11SDX14SDY1_2020-10-28_23-01-40.JPG,0,1,0,0.55,1
9L0OY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX16DY11SDX14SDY1_2020-10-28_23-01-40.JPG,0,1,0,0.30,1
9L0OY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK2_O3_NO_PAD_TK2_M1}_DX13DY12SDX14SDY1_2020-10-28_23-01-40.JPG,0,1,1,0.47,1
9L0OY_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK3_O3_NO_PAD_TK3_M1}_DX13DY4SDX14SDY1_2020-10-28_23-01-40.JPG,0,1,1,0.57,1
9L0P0_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX3DY8SDX10SDY22_2020-11-21_22-29-28.JPG,0,1,0,0.33,1
9L0P0_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY5SDX6SDY30_2020-11-21_22-29-28.JPG,0,1,0,0.48,1
9L0P0_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX16DY5SDX14SDY42_2020-11-21_22-29-28.JPG,0,1,0,0.20,1
9L0P0_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX16DY11SDX6SDY30_2020-11-21_22-29-28.JPG,0,1,0,0.54,1
9L0P0_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX5DY9SDX10SDY22_2020-11-21_22-29-28.JPG,0,1,1,0.17,1
9L0P0_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX10DY9SDX3SDY11_2020-11-21_22-29-28.JPG,0,1,0,0.39,1
9L0P0_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX12DY6SDX10SDY22_2020-11-21_22-29-28.JPG,0,1,0,0.13,1
9L0P0_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY12SDX6SDY30_2020-11-21_22-29-28.JPG,0,1,0,0.38,1
9L0P0_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY12SDX14SDY42_2020-11-21_22-29-28.JPG,0,1,1,0.42,1
9L0P0_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX8DY10SDX10SDY22_2020-11-21_22-29-28.JPG,0,1,1,0.55,1
9L0P0_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX10DY4SDX10SDY22_2020-11-21_22-29-28.JPG,0,1,1,0.38,1
9L0P0_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX13DY4SDX3SDY11_2020-11-21_22-29-28.JPG,0,1,0,0.47,1
9L0P0_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX14DY10SDX6SDY30_2020-11-21_22-29-28.JPG,0,1,0,0.50,1
9L0P0_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX4DY7SDX3SDY11_2020-11-21_22-29-28.JPG,0,1,0,0.21,1
9L0P0_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX10DY13SDX14SDY42_2020-11-21_22-29-28.JPG,0,1,0,0.55,1
9L0P0_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX12DY13SDX6SDY30_2020-11-21_22-29-28.JPG,0,1,1,0.31,1
9L0P0_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX15DY7SDX14SDY42_2020-11-21_22-29-28.JPG,0,1,1,0.43,1
9L0P0_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX11DY14SDX14SDY1_2020-11-21_22-29-28.JPG,0,1,1,0.56,1
9L0P0_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK2_O3_NO_PAD_TK2_M1}_DX13DY3SDX14SDY1_2020-11-21_22-29-28.JPG,0,1,0,0.58,1
9L0P0_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK3_O3_NO_PAD_TK3_M1}_DX8DY10SDX14SDY1_2020-11-21_22-29-28.JPG,0,1,0,0.51,1
9L0P0_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK4_O3_NO_PAD_TK4_M1}_DX4DY7SDX14SDY1_2020-11-21_22-29-28.JPG,0,1,1,0.20,1
9L0P0_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK4_O3_NO_PAD_TK4_M1}_DX12DY13SDX14SDY1_2020-11-21_22-29-28.JPG,0,1,1,0.31,1
9L0P2_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY11SDX14SDY42_2020-12-11_12-05-52.JPG,0,1,0,0.57,1
9L0P2_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY14SDX6SDY30_2020-12-11_12-05-52.JPG,0,0,1,0.78,0
9L0P2_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX11DY14SDX3SDY11_2020-12-11_12-05-52.JPG,0,1,0,0.58,1
9L0P2_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX4DY12SDX3SDY11_2020-12-11_12-05-52.JPG,0,1,0,0.35,1
9L0P2_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX10DY9SDX3SDY11_2020-12-11_12-05-52.JPG,0,0,0,0.79,0
9L0P2_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX12DY6SDX6SDY30_2020-12-11_12-05-52.JPG,0,1,0,0.21,1
9L0P2_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY12SDX14SDY42_2020-12-11_12-05-52.JPG,0,1,0,0.15,1
9L0P2_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX3DY10SDX6SDY30_2020-12-11_12-05-52.JPG,0,1,0,0.50,1
9L0P2_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX3DY10SDX10SDY22_2020-12-11_12-05-52.JPG,0,1,1,0.31,1
9L0P2_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX10DY4SDX3SDY11_2020-12-11_12-05-52.JPG,0,1,0,0.60,1
9L0P2_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX10DY4SDX6SDY30_2020-12-11_12-05-52.JPG,0,1,0,0.55,1
9L0P2_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX10DY4SDX10SDY22_2020-12-11_12-05-52.JPG,0,0,0,0.52,0
9L0P2_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX10DY13SDX10SDY22_2020-12-11_12-05-52.JPG,0,1,0,0.33,1
9L0P2_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX12DY13SDX14SDY42_2020-12-11_12-05-52.JPG,0,1,0,0.28,1
9L0P2_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX10DY2SDX14SDY1_2020-12-11_12-05-52.JPG,0,1,1,0.18,1
9L0P2_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX11DY14SDX14SDY1_2020-12-11_12-05-52.JPG,0,1,1,0.33,1
9L0P2_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX16DY11SDX14SDY1_2020-12-11_12-05-52.JPG,0,1,0,0.30,1
9L0P2_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK2_O3_NO_PAD_TK2_M1}_DX4DY12SDX14SDY1_2020-12-11_12-05-52.JPG,0,1,1,0.17,1
9L0PA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX10DY2SDX6SDY30_2020-12-07_22-54-23.JPG,0,1,0,0.39,1
9L0PA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX10DY2SDX14SDY42_2020-12-07_22-54-23.JPG,0,1,0,0.47,1
9L0PA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX11DY8SDX10SDY22_2020-12-07_22-54-23.JPG,0,1,1,0.35,1
9L0PA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX11DY8SDX14SDY42_2020-12-07_22-54-23.JPG,0,0,0,0.53,0
9L0PA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX4DY6SDX6SDY30_2020-12-07_22-54-23.JPG,0,0,0,0.60,0
9L0PA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX10DY9SDX6SDY30_2020-12-07_22-54-23.JPG,0,1,0,0.21,1
9L0PA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX10DY9SDX14SDY42_2020-12-07_22-54-23.JPG,0,0,0,0.67,0
9L0PA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX12DY6SDX3SDY11_2020-12-07_22-54-23.JPG,0,1,0,0.41,1
9L0PA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX12DY6SDX10SDY22_2020-12-07_22-54-23.JPG,0,1,0,0.35,1
9L0PA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY3SDX6SDY30_2020-12-07_22-54-23.JPG,0,1,0,0.53,1
9L0PA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX13DY12SDX3SDY11_2020-12-07_22-54-23.JPG,0,1,0,0.21,1
9L0PA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX3DY10SDX3SDY11_2020-12-07_22-54-23.JPG,0,1,1,0.42,1
9L0PA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX6DY4SDX6SDY30_2020-12-07_22-54-23.JPG,0,1,1,0.23,1
9L0PA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX6DY4SDX10SDY22_2020-12-07_22-54-23.JPG,0,0,0,0.79,0
9L0PA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX14DY10SDX3SDY11_2020-12-07_22-54-23.JPG,0,0,0,0.48,0
9L0PA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX4DY7SDX10SDY22_2020-12-07_22-54-23.JPG,0,1,0,0.26,1
9L0PA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX8DY13SDX3SDY11_2020-12-07_22-54-23.JPG,0,0,0,0.51,0
9L0PA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX8DY13SDX6SDY30_2020-12-07_22-54-23.JPG,0,1,0,0.37,1
9L0PA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX12DY13SDX6SDY30_2020-12-07_22-54-23.JPG,0,1,1,0.57,1
9L0PA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX16DY11SDX14SDY1_2020-12-07_22-54-23.JPG,0,1,1,0.40,1
9L0PA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK3_O3_NO_PAD_TK3_M1}_DX13DY4SDX14SDY1_2020-12-07_22-54-23.JPG,0,1,0,0.18,1
9L0PA_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK3_O3_NO_PAD_TK3_M1}_DX14DY10SDX14SDY1_2020-12-07_22-54-23.JPG,0,1,0,0.38,1
9L0PC_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX3DY8SDX6SDY30_2020-10-28_23-04-26.JPG,0,1,0,0.46,1
9L0PC_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX7DY14SDX6SDY30_2020-10-28_23-04-26.JPG,0,1,1,0.18,1
9L0PC_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX10DY2SDX14SDY42_2020-10-28_23-04-26.JPG,0,1,0,0.26,1
9L0PC_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX4DY6SDX14SDY42_2020-10-28_23-04-26.JPG,0,1,1,0.49,1
9L0PC_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW2_O3_NO_PAD_LW2_M1}_DX10DY9SDX10SDY22_2020-10-28_23-04-26.JPG,0,1,0,0.31,1
9L0PC_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX8DY10SDX3SDY11_2020-10-28_23-04-26.JPG,0,1,1,0.17,1
9L0PC_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX8DY10SDX10SDY22_2020-10-28_23-04-26.JPG,0,1,0,0.26,1
9L0PC_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX13DY4SDX3SDY11_2020-10-28_23-04-26.JPG,0,1,0,0.57,1
9L0PC_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW3_O3_NO_PAD_LW3_M1}_DX14DY10SDX10SDY22_2020-10-28_23-04-26.JPG,0,1,0,0.53,1
9L0PC_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW4_O3_NO_PAD_LW4_M1}_DX9DY7SDX3SDY11_2020-10-28_23-04-26.JPG,0,1,0,0.59,1
9L0PC_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK_O3_NO_PAD_TK_M1}_DX17DY8SDX14SDY1_2020-10-28_23-04-26.JPG,0,1,0,0.23,1
9L0PC_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK2_O3_NO_PAD_TK2_M1}_DX13DY12SDX14SDY1_2020-10-28_23-04-26.JPG,0,1,0,0.32,1
9L0PC_RWHM_VE_MEAS_CD_SEM_{O3_4MF_TK4_O3_NO_PAD_TK4_M1}_DX9DY7SDX14SDY1_2020-10-28_23-04-26.JPG,0,1,1,0.19,1
9L0PG_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX3DY8SDX6SDY30_2020-10-31_22-16-17.JPG,0,1,0,0.26,1
