file name,label,vanti,train \ test,score,vanti with context data
1P37Q_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-23_16-01-44.BMP,0,0,0,0.44,0
1P37Q_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-23_16-01-44.BMP,0,0,1,0.82,0
1P37Q_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-23_16-01-44.BMP,0,0,0,0.76,0
1P37Q_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-23_16-01-44.BMP,0,0,1,0.75,0
1P37Q_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-23_16-01-44.BMP,0,0,0,0.55,0
1P38C_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-15_06-53-12.BMP,0,0,0,0.65,0
1P38C_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-15_06-53-12.BMP,0,0,0,0.77,0
1P38C_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-15_06-53-12.BMP,0,0,0,0.92,0
1P38I_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY28_2020-11-19_09-48-18.BMP,0,0,0,0.85,0
1P38I_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-11-17_07-20-35.BMP,0,0,0,0.62,0
1P38I_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-15_20-47-10.BMP,0,0,1,0.53,0
1P38I_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY28_2020-11-19_09-48-18.BMP,0,0,0,0.57,0
1P38I_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-11-17_07-20-35.BMP,0,0,0,0.58,0
1P38I_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-15_20-47-10.BMP,0,0,1,0.42,0
1P38I_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY28_2020-11-19_09-48-18.BMP,0,0,1,0.94,0
1P38I_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY29_2020-11-17_07-20-35.BMP,0,0,0,0.54,0
1P38I_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-15_20-47-10.BMP,0,0,0,0.55,0
1P38I_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY28_2020-11-19_09-48-18.BMP,0,0,0,0.46,0
1P38I_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-11-17_07-20-35.BMP,0,0,0,0.42,0
1P38I_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-15_20-47-10.BMP,0,0,0,0.55,0
1P38I_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY28_2020-11-19_09-48-18.BMP,0,0,0,0.82,0
1P38I_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-11-17_07-20-35.BMP,0,0,0,0.87,0
1P38I_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-15_20-47-10.BMP,0,0,1,0.67,0
1P38I_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY28_2020-11-19_09-48-18.BMP,0,0,1,0.71,0
1P38I_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY29_2020-11-17_07-20-35.BMP,0,0,0,0.66,0
1P38I_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-15_20-47-10.BMP,0,0,1,0.59,0
1P38I_WP2_CM_MEAS_FIB_{MEASURE}_P008_DX11DY11SDX4SDY28_2020-11-19_09-48-18.BMP,0,0,1,0.70,0
1P38I_WP2_CM_MEAS_FIB_{MEASURE}_P009_DX3DY12SDX4SDY28_2020-11-19_09-48-18.BMP,0,0,0,0.60,0
1P38K_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-05_05-56-26.BMP,0,0,1,0.65,0
1P38K_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-05_05-56-26.BMP,0,0,0,0.82,0
1P38K_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-05_05-56-26.BMP,0,0,1,0.62,0
1P38K_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-05_05-56-26.BMP,0,0,1,0.80,0
1P38K_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-05_05-56-26.BMP,0,0,0,0.84,0
1P38K_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-05_05-56-26.BMP,0,0,0,0.80,0
1P38M_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-12-07_11-12-48.BMP,0,0,0,0.76,0
1P38M_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-12-05_00-28-07.BMP,0,0,0,0.43,0
1P38M_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-12-07_11-12-48.BMP,0,0,1,0.70,0
1P38M_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-12-05_00-28-07.BMP,0,0,0,0.49,0
1P38M_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY29_2020-12-07_11-12-48.BMP,0,0,1,0.49,0
1P38M_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-12-05_00-28-07.BMP,0,0,1,0.85,0
1P38M_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-12-07_11-12-48.BMP,0,0,0,0.54,0
1P38M_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-12-05_00-28-07.BMP,0,0,0,0.44,0
1P38M_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-12-07_11-12-48.BMP,0,0,0,0.67,0
1P38M_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-05_00-28-07.BMP,0,0,0,0.50,0
1P38M_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-12-05_00-28-07.BMP,0,0,1,0.49,0
1P38S_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-15_02-12-17.BMP,0,0,0,0.51,0
1P38S_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-15_02-12-17.BMP,0,0,0,0.57,0
1P38S_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-15_02-12-17.BMP,0,0,1,0.67,0
1P38S_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-15_02-12-17.BMP,0,0,0,0.86,0
1P38S_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-15_02-12-17.BMP,0,0,1,0.79,0
1P38S_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-15_02-12-17.BMP,0,0,0,0.67,0
1P39E_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY28_2020-11-13_19-55-28.BMP,0,0,0,0.91,0
1P39E_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-11-12_01-09-41.BMP,0,0,1,0.71,0
1P39E_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY28_2020-11-13_19-55-28.BMP,0,0,0,0.47,0
1P39E_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-11-12_01-09-41.BMP,0,0,1,0.84,0
1P39E_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY28_2020-11-13_19-55-28.BMP,0,0,0,0.76,0
1P39E_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY29_2020-11-12_01-09-41.BMP,0,0,0,0.60,0
1P39E_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY28_2020-11-13_19-55-28.BMP,0,0,0,0.53,0
1P39E_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-11-12_01-09-41.BMP,0,0,0,0.47,0
1P39E_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-11-12_01-09-41.BMP,0,0,0,0.61,0
1P39E_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY28_2020-11-13_19-55-28.BMP,0,0,0,0.84,0
1P39E_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY29_2020-11-12_01-09-41.BMP,0,0,0,0.75,0
1P39E_WP2_CM_MEAS_FIB_{MEASURE}_P008_DX11DY11SDX4SDY28_2020-11-13_19-55-28.BMP,0,0,1,0.50,0
1P39E_WP2_CM_MEAS_FIB_{MEASURE}_P009_DX3DY12SDX4SDY28_2020-11-13_19-55-28.BMP,0,0,0,0.46,0
1P39M_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-05_17-18-30.BMP,0,0,1,0.57,0
1P39M_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-05_17-18-30.BMP,0,0,0,0.57,0
1P39M_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-05_17-18-30.BMP,0,0,0,0.74,0
1P39M_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-05_17-18-30.BMP,0,0,0,0.62,0
1P39M_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-05_17-18-30.BMP,0,0,0,0.82,0
1P39M_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-05_17-18-30.BMP,0,0,0,0.56,0
1P39U_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-12-29_12-14-04.BMP,0,0,1,0.48,0
1P39U_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-12-29_12-14-04.BMP,0,0,0,0.78,0
1P39U_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-12-29_12-14-04.BMP,0,0,1,0.50,0
1P39U_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-29_12-14-04.BMP,0,0,0,0.48,0
1P39W_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-15_21-01-46.BMP,0,0,0,0.59,0
1P39W_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-15_21-01-46.BMP,0,0,0,0.48,0
1P39W_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-15_21-01-46.BMP,0,0,0,0.43,0
1P39W_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-15_21-01-46.BMP,0,0,0,0.44,0
1P39W_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-15_21-01-46.BMP,0,0,0,0.89,0
1P39Y_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-12-13_16-47-39.BMP,0,0,1,0.57,0
1P39Y_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-12-13_16-47-39.BMP,0,0,0,0.84,0
1P39Y_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-12-13_16-47-39.BMP,0,0,0,0.89,0
1P39Y_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-12-13_16-47-39.BMP,0,0,1,0.68,0
1P39Y_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-13_16-47-39.BMP,0,0,0,0.75,0
1P39Y_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-12-13_16-47-39.BMP,0,0,1,0.91,0
1P346_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-12_03-31-40.BMP,0,0,0,0.91,0
1P346_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-12_03-31-40.BMP,0,0,0,0.41,0
1P346_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-12_03-31-40.BMP,0,0,0,0.60,0
1P346_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-12_03-31-40.BMP,0,0,1,0.53,0
1P346_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-12_03-31-40.BMP,0,0,0,0.82,0
1P346_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-12_03-31-40.BMP,0,0,0,0.50,0
1P384_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-29_19-44-00.BMP,0,0,1,0.59,0
1P384_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-29_19-44-00.BMP,0,0,0,0.47,0
1P384_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-29_19-44-00.BMP,0,0,1,0.62,0
1P384_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-29_19-44-00.BMP,0,0,1,0.47,0
1P384_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-29_19-44-00.BMP,0,0,0,0.53,0
1P384_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-29_19-44-00.BMP,0,0,1,0.73,0
1P388_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-11-12_21-11-33.BMP,0,0,0,0.47,0
1P388_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-06_11-35-32.BMP,0,0,1,0.80,0
1P388_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-11-12_21-11-33.BMP,0,0,0,0.74,0
1P388_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-06_11-35-32.BMP,0,0,0,0.89,0
1P388_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY29_2020-11-12_21-11-33.BMP,0,0,1,0.61,0
1P388_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-06_11-35-32.BMP,0,0,0,0.94,0
1P388_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-11-12_21-11-33.BMP,0,0,0,0.47,0
1P388_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-06_11-35-32.BMP,0,0,0,0.63,0
1P388_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-11-12_21-11-33.BMP,0,0,0,0.48,0
1P388_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-06_11-35-32.BMP,0,0,0,0.75,0
1P388_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY29_2020-11-12_21-11-33.BMP,0,0,0,0.94,0
1P388_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-06_11-35-32.BMP,0,0,1,0.84,0
3AJ8A_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-11_16-00-51.BMP,0,0,0,0.85,0
3AJ8A_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-11_16-00-51.BMP,0,0,0,0.57,0
3AJ8A_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-11_16-00-51.BMP,0,0,0,0.88,0
3AJ8G_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-12-19_21-55-15.BMP,0,0,0,0.42,0
3AJ8G_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-12-19_21-55-15.BMP,0,0,0,0.71,0
3AJ8G_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX14DY10SDX6SDY30_2020-12-19_21-55-15.BMP,0,0,0,0.80,0
3AJ8G_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-12-19_21-55-15.BMP,0,0,0,0.77,0
3AJ8G_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-19_21-55-15.BMP,0,0,1,0.87,0
3AJ8G_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-12-19_21-55-15.BMP,0,0,0,0.73,0
3AJ8I_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY28_2020-11-12_23-55-34.BMP,0,0,0,0.54,0
3AJ8I_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-11-12_15-30-10.BMP,0,0,0,0.50,0
3AJ8I_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-12_02-11-11.BMP,0,0,0,0.62,0
3AJ8I_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY28_2020-11-12_23-55-34.BMP,0,0,0,0.93,0
3AJ8I_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-11-12_15-30-10.BMP,0,0,0,0.77,0
3AJ8I_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-12_02-11-11.BMP,0,0,0,0.80,0
3AJ8I_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX14DY10SDX6SDY28_2020-11-12_23-55-34.BMP,0,0,0,0.50,0
3AJ8I_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX14DY10SDX6SDY29_2020-11-12_15-30-10.BMP,0,0,1,0.65,0
3AJ8I_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX14DY10SDX6SDY30_2020-11-12_02-11-11.BMP,0,0,1,0.69,0
3AJ8I_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY28_2020-11-12_23-55-34.BMP,0,0,0,0.82,0
3AJ8I_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-11-12_15-30-10.BMP,0,0,0,0.44,0
3AJ8I_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-12_02-11-11.BMP,0,0,0,0.53,0
3AJ8I_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY28_2020-11-12_23-55-34.BMP,0,0,1,0.41,0
3AJ8I_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-11-12_15-30-10.BMP,0,0,1,0.58,0
3AJ8I_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-12_02-11-11.BMP,0,0,0,0.49,0
3AJ8I_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY28_2020-11-12_23-55-34.BMP,0,0,0,0.92,0
3AJ8I_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY29_2020-11-12_15-30-10.BMP,0,0,1,0.93,0
3AJ8I_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-12_02-11-11.BMP,0,0,0,0.46,0
3AJ8K_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-02_08-18-54.BMP,0,0,0,0.63,0
3AJ8K_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-02_08-18-54.BMP,0,0,0,0.62,0
3AJ8K_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX14DY10SDX6SDY30_2020-11-02_08-18-54.BMP,0,0,0,0.64,0
3AJ8K_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-02_08-18-54.BMP,0,0,0,0.87,0
3AJ8K_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-02_08-18-54.BMP,0,0,1,0.55,0
3AJ8K_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-02_08-18-54.BMP,0,0,1,0.62,0
3AJ8O_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-12-06_03-46-54.BMP,0,0,0,0.40,0
3AJ8O_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX14DY10SDX6SDY30_2020-12-06_03-46-54.BMP,0,0,0,0.89,0
3AJ8O_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-12-06_03-46-54.BMP,0,0,0,0.48,0
3AJ8O_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-06_03-46-54.BMP,0,0,0,0.81,0
3AJ8O_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-12-06_03-46-54.BMP,0,0,0,0.68,0
3AJ8Q_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY28_2020-11-09_21-10-14.BMP,0,0,0,0.49,0
3AJ8Q_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-11-09_09-33-51.BMP,0,0,0,0.45,0
3AJ8Q_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-09_06-23-31.BMP,0,0,1,0.50,0
3AJ8Q_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-11-09_09-33-51.BMP,0,0,0,0.67,0
3AJ8Q_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX14DY10SDX6SDY28_2020-11-09_21-10-14.BMP,0,0,0,0.46,0
3AJ8Q_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX14DY10SDX6SDY29_2020-11-09_09-33-51.BMP,0,0,0,0.47,0
3AJ8Q_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX14DY10SDX6SDY30_2020-11-09_06-23-31.BMP,0,0,1,0.56,0
3AJ8Q_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY28_2020-11-09_21-10-14.BMP,0,0,1,0.83,0
3AJ8Q_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY29_2020-11-09_09-33-51.BMP,0,0,0,0.61,0
3AJ8Q_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-09_06-23-31.BMP,0,0,0,0.49,0
3AJ8Q_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY28_2020-11-09_21-10-14.BMP,0,0,0,0.79,0
3AJ8Q_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY29_2020-11-09_09-33-51.BMP,0,0,0,0.65,0
3AJ8Q_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-09_06-23-31.BMP,0,0,1,0.93,0
3AJ8Q_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY28_2020-11-09_21-10-14.BMP,0,0,0,0.55,0
3AJ8Q_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY29_2020-11-09_09-33-51.BMP,0,0,0,0.65,0
3AJ8Q_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-09_06-23-31.BMP,0,0,1,0.49,0
3AJ8U_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY27_2020-11-26_05-54-00.BMP,0,0,1,0.51,0
3AJ8U_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY28_2020-11-25_05-03-47.BMP,0,0,1,0.43,0
3AJ8U_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY27_2020-11-26_05-54-00.BMP,0,0,0,0.85,0
3AJ8U_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY28_2020-11-25_05-03-47.BMP,0,0,0,0.49,0
3AJ8U_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX14DY10SDX6SDY27_2020-11-26_05-54-00.BMP,0,0,1,0.54,0
3AJ8U_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX14DY10SDX6SDY28_2020-11-25_05-03-47.BMP,0,0,1,0.92,0
3AJ8U_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY27_2020-11-26_05-54-00.BMP,0,0,1,0.59,0
3AJ8U_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY28_2020-11-25_05-03-47.BMP,0,0,0,0.92,0
3AJ8U_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY27_2020-11-26_05-54-00.BMP,0,0,0,0.65,0
3AJ8U_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY28_2020-11-25_05-03-47.BMP,0,0,1,0.50,0
3AJ8U_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY27_2020-11-26_05-54-00.BMP,0,0,0,0.92,0
3AJ8U_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY28_2020-11-25_05-03-47.BMP,0,0,0,0.44,0
3AJ8Y_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-11-03_04-15-41.BMP,0,0,0,0.82,0
3AJ8Y_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-02_13-09-04.BMP,0,0,1,0.60,0
3AJ8Y_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-11-03_04-15-41.BMP,0,0,0,0.91,0
3AJ8Y_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-02_13-09-04.BMP,0,0,0,0.84,0
3AJ8Y_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX14DY10SDX6SDY29_2020-11-03_04-15-41.BMP,0,0,0,0.59,0
3AJ8Y_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX14DY10SDX6SDY30_2020-11-02_13-09-04.BMP,0,0,0,0.92,0
