,file name,label,vanti,train \ test,score,vanti with PR
8125,2RM5U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX4SDY40_2020-11-28_23-41-04.JPG,0,0,0,0.91,0.0
8126,2RM5U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX8SDY24_2020-11-28_23-41-04.JPG,0,0,1,0.9,0.0
8127,2RM5U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX8SDY24_2020-11-28_23-41-04.JPG,0,0,0,0.84,0.0
8130,2RM5U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX2SDY27_2020-11-28_23-41-04.JPG,0,0,0,0.71,0.0
8131,2RM5U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX13SDY29_2020-11-28_23-41-04.JPG,0,0,1,0.71,0.0
8132,2RM5U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX2SDY27_2020-11-28_23-41-04.JPG,0,0,0,0.46,0.0
8133,2RM5U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX4SDY33_2020-11-28_23-41-04.JPG,0,0,1,0.41,0.0
8134,2RM5W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX14SDY42_2020-11-24_01-20-00.JPG,0,0,0,0.86,0.0
8135,2RM5W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX11SDY34_2020-11-24_01-20-00.JPG,0,0,0,0.9,0.0
8137,2RM5W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX1SDY45_2020-11-24_01-20-00.JPG,0,0,1,0.92,0.0
8139,2RM5W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX10SDY11_2020-11-24_01-20-00.JPG,0,0,0,0.89,0.0
8140,2RM5W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX13SDY29_2020-11-24_01-20-00.JPG,0,0,0,0.63,0.0
8143,2RM5Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX8SDY24_2020-11-26_06-11-15.JPG,0,0,0,0.9,0.0
8145,2RM5Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX12SDY15_2020-11-26_06-11-15.JPG,0,0,1,0.78,0.0
8147,2RM5Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX1SDY18_2020-11-26_06-11-15.JPG,0,0,0,0.85,0.0
8148,2RM5Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX5SDY20_2020-11-26_06-11-15.JPG,0,0,0,0.69,0.0
8149,2RM5Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX9SDY40_2020-11-26_06-11-15.JPG,0,0,0,0.83,0.0
8150,2RM6A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX14SDY42_2020-11-26_07-18-57.JPG,0,0,1,0.89,0.0
8151,2RM6A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX10SDY22_2020-11-26_07-18-57.JPG,0,0,0,0.66,0.0
8153,2RM6A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX14SDY6_2020-11-26_07-18-57.JPG,0,0,1,0.71,0.0
8154,2RM6A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX11SDY34_2020-11-26_07-18-57.JPG,0,0,0,0.82,0.0
8156,2RM6A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX7SDY37_2020-11-26_07-18-57.JPG,0,0,0,0.85,0.0
8157,2RM6A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX7SDY37_2020-11-26_07-18-57.JPG,0,0,0,0.76,0.0
8158,2RM6A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX1SDY45_2020-11-26_07-18-57.JPG,0,0,1,0.66,0.0
8159,2RM6A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX6SDY9_2020-11-26_07-18-57.JPG,0,0,1,0.44,0.0
8160,2RM6A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX6SDY9_2020-11-26_07-18-57.JPG,0,0,0,0.66,0.0
8162,2RM6C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX6SDY9_2020-11-28_23-17-38.JPG,0,0,1,0.72,0.0
8165,2RM6E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX14SDY6_2020-11-23_23-40-54.JPG,0,0,0,0.61,0.0
8166,2RM6E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX12SDY15_2020-11-23_23-40-54.JPG,0,0,0,0.8,0.0
8167,2RM6E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX12SDY15_2020-11-23_23-40-54.JPG,0,0,0,0.58,0.0
8168,2RM6E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX7SDY37_2020-11-23_23-40-54.JPG,0,0,0,0.91,0.0
8169,2RM6E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX12SDY15_2020-11-23_23-40-54.JPG,0,0,1,0.62,0.0
8170,2RM6E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX6SDY9_2020-11-23_23-40-54.JPG,0,0,1,0.57,0.0
8171,2RM6E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX13SDY29_2020-11-23_23-40-54.JPG,0,0,0,0.9,0.0
8172,2RM6E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX6SDY9_2020-11-23_23-40-54.JPG,0,0,0,0.41,0.0
8173,2RM6S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX9SDY40_2020-11-21_15-49-39.JPG,0,0,0,0.73,0.0
8174,2RM6S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX5SDY20_2020-11-21_15-49-39.JPG,0,0,0,0.65,0.0
8176,2RM6W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX10SDY22_2020-11-27_08-30-24.JPG,0,0,0,0.66,0.0
8177,2RM6W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX10SDY22_2020-11-27_08-30-24.JPG,0,0,1,0.54,0.0
8178,2RM6W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX14SDY42_2020-11-27_08-30-24.JPG,0,0,0,0.73,0.0
8179,2RM6W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX12SDY15_2020-11-27_08-30-24.JPG,0,0,1,0.88,0.0
8180,2RM6W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX7SDY16_2020-11-27_08-30-24.JPG,0,0,0,0.92,0.0
8181,2RM6W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX12SDY15_2020-11-27_08-30-24.JPG,0,0,0,0.84,0.0
8184,2RM6W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX12SDY15_2020-11-27_08-30-24.JPG,0,0,0,0.66,0.0
8186,2RM6W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX9SDY40_2020-11-27_08-30-24.JPG,0,0,0,0.78,0.0
8188,2RM6Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX6SDY30_2020-11-27_05-56-13.JPG,0,0,0,0.94,0.0
8189,2RM6Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX14SDY42_2020-11-27_05-56-13.JPG,0,0,0,0.64,0.0
8190,2RM6Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX4SDY40_2020-11-27_05-56-13.JPG,0,0,0,0.41,0.0
8191,2RM6Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX7SDY37_2020-11-27_05-56-13.JPG,0,0,0,0.7,0.0
8195,2RM7A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX6SDY30_2020-11-28_23-26-06.JPG,0,0,1,0.64,0.0
8197,2RM7A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX14SDY6_2020-11-28_23-26-06.JPG,0,0,0,0.4,0.0
8201,2RM7A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX12SDY15_2020-11-28_23-26-06.JPG,0,0,1,0.45,0.0
8204,2RM7A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX6SDY9_2020-11-28_23-26-06.JPG,0,0,0,0.54,0.0
8207,2RM7E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX8SDY24_2020-11-28_03-49-30.JPG,0,0,0,0.57,0.0
8208,2RM7E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX4SDY40_2020-11-28_03-49-30.JPG,0,0,0,0.85,0.0
8210,2RM7E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX1SDY45_2020-11-28_03-49-30.JPG,0,0,0,0.54,0.0
8211,2RM7E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX6SDY9_2020-11-28_03-49-30.JPG,0,0,0,0.73,0.0
8212,2RM7E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX13SDY29_2020-11-28_03-49-30.JPG,0,0,1,0.92,0.0
8213,2RM60_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX10SDY22_2020-11-27_05-56-13.JPG,0,0,0,0.84,0.0
8214,2RM60_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX14SDY42_2020-11-27_05-56-13.JPG,0,0,0,0.54,0.0
8216,2RM60_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX3SDY11_2020-11-27_05-56-13.JPG,0,0,0,0.56,0.0
8217,2RM60_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX11SDY34_2020-11-27_05-56-13.JPG,0,0,1,0.52,0.0
8218,2RM60_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX4SDY40_2020-11-27_05-56-13.JPG,0,0,1,0.91,0.0
8219,2RM60_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX7SDY16_2020-11-27_05-56-13.JPG,0,0,0,0.91,0.0
8220,2RM60_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX6SDY9_2020-11-27_05-56-13.JPG,0,0,0,0.52,0.0
8221,2RM60_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX2SDY27_2020-11-27_05-56-13.JPG,0,0,0,0.86,0.0
8222,2RM60_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX6SDY9_2020-11-27_05-56-13.JPG,0,0,0,0.8,0.0
8224,2RM62_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX10SDY22_2020-11-22_22-03-14.JPG,0,0,0,0.69,0.0
8225,2RM62_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX14SDY42_2020-11-22_22-03-14.JPG,0,0,1,0.91,0.0
8226,2RM62_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX14SDY6_2020-11-22_22-03-14.JPG,0,0,0,0.51,0.0
8228,6GK20_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX6DY11SDX4SDY30_2020-11-09_04-22-36.JPG,0,0,0,0.68,0.0
8229,8S0TE_RWHM_VE_MEAS_CD_SEM_{O3_4MF_LW_O3_NO_PAD_LW_M1}_DX3DY8SDX14SDY42_2020-12-12_23-16-01.JPG,0,0,0,0.73,0.0
8230,A7I7I_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX4DY6SDX6SDY24_2020-11-21_13-01-06.JPG,0,0,1,0.46,0.0
8231,A71A4_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX12DY6SDX1SDY11_2020-12-16_04-14-02.JPG,0,0,1,0.64,0.0
8234,H5IB8_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX11DY14SDX5SDY16_2020-11-01_22-03-03.JPG,0,0,1,0.53,0.0
8235,W40M0_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX12DY6SDX4SDY30_2020-11-25_03-42-10.JPG,0,0,0,0.86,0.0
8236,2RM62_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX12SDY15_2020-11-22_22-03-14.JPG,0,0,0,0.46,0.0
8237,2RM62_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX2SDY27_2020-11-22_22-03-14.JPG,0,0,1,0.6,0.0
8242,2RM64_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX10SDY22_2020-11-28_06-18-45.JPG,0,0,0,0.86,0.0
8243,2RM64_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX8SDY24_2020-11-28_06-18-45.JPG,0,0,0,0.91,0.0
8244,2RM64_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX11SDY34_2020-11-28_06-18-45.JPG,0,0,0,0.48,0.0
8245,2RM64_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX8SDY24_2020-11-28_06-18-45.JPG,0,0,0,0.82,0.0
8246,2RM64_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX11SDY34_2020-11-28_06-18-45.JPG,0,0,1,0.57,0.0
8247,2RM64_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX12SDY15_2020-11-28_06-18-45.JPG,0,0,1,0.85,0.0
8248,2RM64_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX4SDY33_2020-11-28_06-18-45.JPG,0,0,0,0.9,0.0
8250,2RM66_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX10SDY22_2020-11-26_17-38-32.JPG,0,0,0,0.71,0.0
8251,2RM66_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX14SDY42_2020-11-26_17-38-32.JPG,0,0,0,0.78,0.0
8252,2RM66_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX8SDY24_2020-11-26_17-38-32.JPG,0,0,0,0.94,0.0
8253,2RM66_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX7SDY37_2020-11-26_17-38-32.JPG,0,0,0,0.69,0.0
8254,2RM66_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX6SDY9_2020-11-26_17-38-32.JPG,0,0,0,0.65,0.0
8255,2RM66_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX2SDY27_2020-11-26_17-38-32.JPG,0,0,0,0.85,0.0
8256,2RM66_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX9SDY40_2020-11-26_17-38-32.JPG,0,0,0,0.48,0.0
8258,2RM68_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX10SDY22_2020-11-28_12-26-17.JPG,0,0,0,0.47,0.0
8259,2RM68_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX8SDY24_2020-11-28_12-26-17.JPG,0,0,1,0.86,0.0
8261,2RM68_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX7SDY16_2020-11-28_12-26-17.JPG,0,0,0,0.43,0.0
8263,2RM70_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX3SDY11_2020-11-27_00-03-10.JPG,0,0,0,0.85,0.0
8264,2RM70_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX8SDY24_2020-11-27_00-03-10.JPG,0,0,0,0.82,0.0
8265,2RM70_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX14SDY6_2020-11-27_00-03-10.JPG,0,0,0,0.72,0.0
8266,2RM70_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX12SDY15_2020-11-27_00-03-10.JPG,0,0,1,0.5,0.0
8267,2RM70_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX10SDY11_2020-11-27_00-03-10.JPG,0,0,0,0.52,0.0
8269,2RM72_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX12SDY15_2020-11-27_05-48-48.JPG,0,0,0,0.58,0.0
8271,2RM72_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX13SDY29_2020-11-27_05-48-48.JPG,0,0,0,0.53,0.0
8272,2RM72_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX4SDY33_2020-11-27_05-48-48.JPG,0,0,1,0.75,0.0
8273,2RM74_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX10SDY22_2020-11-27_08-22-43.JPG,0,0,1,0.93,0.0
8274,2RM74_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX14SDY42_2020-11-27_08-22-43.JPG,0,0,0,0.54,0.0
8275,2RM74_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX6SDY30_2020-11-27_08-22-43.JPG,0,0,1,0.66,0.0
8276,2RM74_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX10SDY22_2020-11-27_08-22-43.JPG,0,0,0,0.43,0.0
8277,2RM74_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX7SDY16_2020-11-27_08-22-43.JPG,0,0,1,0.74,0.0
8278,2RM74_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX12SDY15_2020-11-27_08-22-43.JPG,0,0,0,0.6,0.0
8279,2RM74_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX13SDY29_2020-11-27_08-22-43.JPG,0,0,0,0.73,0.0
8280,3AJN4_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY3SDX11SDY29_2020-10-27_12-54-50.JPG,0,0,0,0.77,0.0
8281,3AJN4_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX4DY12SDX7SDY40_2020-10-27_12-54-50.JPG,0,0,1,0.9,0.0
8283,3AJNS_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX12DY6SDX12SDY42_2020-10-24_01-28-44.JPG,0,0,0,0.76,0.0
8284,3AJNS_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY3SDX11SDY29_2020-10-24_01-28-44.JPG,0,0,0,0.48,0.0
8285,3AJNS_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX7DY5SDX7SDY40_2020-10-24_01-28-44.JPG,0,0,0,0.89,0.0
8286,3AJNS_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX7DY5SDX13SDY18_2020-10-24_01-28-44.JPG,0,0,0,0.42,0.0
8287,3AJNS_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX16DY11SDX13SDY18_2020-10-24_01-28-44.JPG,0,0,1,0.76,0.0
8291,3AJP4_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX4DY6SDX12SDY6_2020-10-25_03-35-00.JPG,0,0,0,0.45,0.0
8294,3AJP4_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX8DY10SDX5SDY16_2020-10-25_03-35-00.JPG,0,0,0,0.93,0.0
8296,3AJP4_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX11DY14SDX5SDY16_2020-10-26_02-22-15.JPG,0,0,0,0.64,0.0
8297,3AJP4_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX15DY8SDX13SDY45_2020-10-25_03-35-00.JPG,0,0,1,0.59,0.0
8300,3AJP4_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX17DY8SDX14SDY27_2020-10-26_02-22-15.JPG,0,0,0,0.49,0.0
8301,3AJP4_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX4DY12SDX2SDY33_2020-10-25_03-35-00.JPG,0,0,1,0.53,0.0
8302,3AJP4_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX7DY5SDX2SDY33_2020-10-25_03-35-00.JPG,0,0,0,0.89,0.0
8303,3AJP4_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX16DY11SDX2SDY33_2020-10-25_03-35-00.JPG,0,0,0,0.84,0.0
8305,3AJR8_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX8DY13SDX11SDY29_2020-11-18_22-44-50.JPG,0,0,0,0.84,0.0
8306,3AJR8_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY12SDX4SDY9_2020-11-18_22-44-50.JPG,0,0,1,0.86,0.0
8308,3AJR8_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY12SDX14SDY27_2020-11-18_22-44-50.JPG,0,0,1,0.58,0.0
8309,3AJR8_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX17DY8SDX11SDY29_2020-11-18_22-44-50.JPG,0,0,0,0.41,0.0
8310,3AJXY_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX4DY6SDX2SDY40_2020-10-26_08-39-10.JPG,0,0,0,0.72,0.0
8311,3AJXY_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX14DY10SDX6SDY24_2020-10-26_08-39-10.JPG,0,0,1,0.82,0.0
8312,3AJXY_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX8DY10SDX10SDY15_2020-10-26_08-39-10.JPG,0,0,1,0.86,0.0
8313,3AJXY_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY3SDX8SDY11_2020-10-26_08-39-10.JPG,0,0,0,0.51,0.0
8314,3AJXY_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY3SDX14SDY27_2020-10-26_08-39-10.JPG,0,0,1,0.43,0.0
8315,3AJXY_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY12SDX11SDY29_2020-10-26_08-39-10.JPG,0,0,0,0.46,0.0
8326,3AJYC_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX5DY9SDX2SDY40_2020-11-21_13-57-59.JPG,0,0,0,0.61,0.0
8328,3AJYC_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX14DY10SDX2SDY40_2020-11-21_13-57-59.JPG,0,0,0,0.69,0.0
8329,3AJYC_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX14DY10SDX9SDY34_2020-11-21_13-57-59.JPG,0,0,0,0.4,0.0
8331,3AJYC_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX15DY8SDX5SDY37_2020-11-21_13-57-59.JPG,0,0,0,0.54,0.0
8332,3AJYC_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY3SDX8SDY11_2020-11-21_13-57-59.JPG,0,0,0,0.42,0.0
8333,3AJYC_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX17DY8SDX4SDY9_2020-11-21_13-57-59.JPG,0,0,0,0.41,0.0
8334,3AJYC_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX10DY4SDX2SDY33_2020-11-21_13-57-59.JPG,0,0,1,0.9,0.0
8335,3AJYC_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX16DY11SDX7SDY40_2020-11-21_13-57-59.JPG,0,0,0,0.5,0.0
8337,3AJYI_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX6DY11SDX4SDY30_2020-10-27_16-30-03.JPG,0,0,0,0.73,0.0
